gene	ko	module	module_name	path	product_ids	product_names	substrate_ids	substrate_names
GCNT1,GCNT3,GCNT4 [EC:2.4.1.102 2.4.1.-] [RN:R05912 R05915 R05910]	K09663	M00056	O-glycan biosynthesis, mucin type core	2,2	G00031	(GalNAc)1 (GlcNAc)1 (Ser/Thr)1	G00023	Tn antigen; (GalNAc)1 (Ser/Thr)1
B3GNT6 [EC:2.4.1.147] [RN:R05909]	K00739	M00056	O-glycan biosynthesis, mucin type core	3,0	G00028	(GalNAc)1 (GlcNAc)1 (Ser/Thr)1	G00023	Tn antigen; (GalNAc)1 (Ser/Thr)1
protein xylosyltransferase [EC:2.4.2.26] [RN:R05925]	K00771	M00057	Glycosaminoglycan biosynthesis, linkage tetrasaccharide	0,0	G00154	(Xyl)1 (Ser)1	C02189	Protein serine
xylosylprotein 4-beta-galactosyltransferase [EC:2.4.1.133] [RN:R05926]	K00733	M00057	Glycosaminoglycan biosynthesis, linkage tetrasaccharide	1,0	G00155	(Gal)1 (Xyl)1 (Ser)1	G00154	(Xyl)1 (Ser)1
galactosylxylosylprotein 3-beta-galactosyltransferase [EC:2.4.1.134] [RN:R05927]	K00734	M00057	Glycosaminoglycan biosynthesis, linkage tetrasaccharide	2,0	G00156	(Gal)2 (Xyl)1 (Ser)1	G00155	(Gal)1 (Xyl)1 (Ser)1
galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase [EC:2.4.1.135] [RN:R05928]	K10158	M00057	Glycosaminoglycan biosynthesis, linkage tetrasaccharide	3,0	G00157	(Gal)2 (GlcA)1 (Xyl)1 (Ser)1	G00156	(Gal)2 (Xyl)1 (Ser)1
N-acetylgalactosaminyltransferase I [EC:2.4.1.174] [RN:R05929]	K00746	M00058	Glycosaminoglycan biosynthesis, chondroitin sulfate backbone	0,0	G00158	(Gal)2 (GalNAc)1 (GlcA)1 (Xyl)1 (Ser)1	G00157	(Gal)2 (GlcA)1 (Xyl)1 (Ser)1
chondroitin synthase [EC:2.4.1.175 2.4.1.226] [RN:R05931 R05932]	K13499	M00058	Glycosaminoglycan biosynthesis, chondroitin sulfate backbone	1,0	G00160	(Gal)2 (GalNAc)2 (GlcA)2 (Xyl)1 (Ser)1	G00159	(Gal)2 (GalNAc)1 (GlcA)2 (Xyl)1 (Ser)1
chondroitin synthase [EC:2.4.1.175 2.4.1.226] [RN:R05931 R05932]	K00747	M00058	Glycosaminoglycan biosynthesis, chondroitin sulfate backbone	1,1	G00160	(Gal)2 (GalNAc)2 (GlcA)2 (Xyl)1 (Ser)1	G00159	(Gal)2 (GalNAc)1 (GlcA)2 (Xyl)1 (Ser)1
N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase [EC:2.4.1.226] [RN:R05931]	K03419	M00058	Glycosaminoglycan biosynthesis, chondroitin sulfate backbone	1,2	G00159	(Gal)2 (GalNAc)1 (GlcA)2 (Xyl)1 (Ser)1	G00158	(Gal)2 (GalNAc)1 (GlcA)1 (Xyl)1 (Ser)1
alpha-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.223] [RN:R05930]	K02369	M00059	Glycosaminoglycan biosynthesis, heparan sulfate backbone	0,0	G00162	(Gal)2 (GlcA)1 (GlcNAc)1 (Xyl)1 (Ser)1	G00157	(Gal)2 (GlcA)1 (Xyl)1 (Ser)1
alpha-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.223] [RN:R05930]	K02370	M00059	Glycosaminoglycan biosynthesis, heparan sulfate backbone	0,1	G00162	(Gal)2 (GlcA)1 (GlcNAc)1 (Xyl)1 (Ser)1	G00157	(Gal)2 (GlcA)1 (Xyl)1 (Ser)1
glucuronyltransferase [EC:2.4.1.225] [RN:R05935]	K02366	M00059	Glycosaminoglycan biosynthesis, heparan sulfate backbone	1,0	G00163	(Gal)2 (GlcA)2 (GlcNAc)1 (Xyl)1 (Ser)1	G00162	(Gal)2 (GlcA)1 (GlcNAc)1 (Xyl)1 (Ser)1
glucuronyltransferase [EC:2.4.1.225] [RN:R05935]	K02367	M00059	Glycosaminoglycan biosynthesis, heparan sulfate backbone	1,1	G00163	(Gal)2 (GlcA)2 (GlcNAc)1 (Xyl)1 (Ser)1	G00162	(Gal)2 (GlcA)1 (GlcNAc)1 (Xyl)1 (Ser)1
alpha-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.224] [RN:R05936]	K02368	M00059	Glycosaminoglycan biosynthesis, heparan sulfate backbone	2,0	G00164	(Gal)2 (GlcA)2 (GlcNAc)2 (Xyl)1 (Ser)1	G00163	(Gal)2 (GlcA)2 (GlcNAc)1 (Xyl)1 (Ser)1
alpha-1,4-N-acetylglucosaminyltransferase [EC:2.4.1.223] [RN:R05930]	K02370	M00059	Glycosaminoglycan biosynthesis, heparan sulfate backbone	2,1	G00162	(Gal)2 (GlcA)1 (GlcNAc)1 (Xyl)1 (Ser)1	G00157	(Gal)2 (GlcA)1 (Xyl)1 (Ser)1
heparan sulfate N-deacetylase/N-sulfotransferase NDST [EC:3.1.1.- 2.8.2.-]	K02576	M00059	Glycosaminoglycan biosynthesis, heparan sulfate backbone	3,0				
heparan sulfate N-deacetylase/N-sulfotransferase NDST [EC:3.1.1.- 2.8.2.-]	K02577	M00059	Glycosaminoglycan biosynthesis, heparan sulfate backbone	3,1				
heparan sulfate N-deacetylase/N-sulfotransferase NDST [EC:3.1.1.- 2.8.2.-]	K02578	M00059	Glycosaminoglycan biosynthesis, heparan sulfate backbone	3,2				
heparan sulfate N-deacetylase/N-sulfotransferase NDST [EC:3.1.1.- 2.8.2.-]	K02579	M00059	Glycosaminoglycan biosynthesis, heparan sulfate backbone	3,3				
heparosan-N-sulfate-glucuronate 5-epimerase [EC:5.1.3.17]	K01793	M00059	Glycosaminoglycan biosynthesis, heparan sulfate backbone	4,0				
lpxA; UDP-N-acetylglucosamine acyltransferase [EC:2.3.1.129] [RN:R04567]	K00677	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type	0,0	C04738	UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine	C00043	UDP-N-acetyl-D-glucosamine
lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108] [RN:R04587]	K02535	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type	1,0	C06022	UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine	C04738	UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine
lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191] [RN:R04550]	K02536	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type	2,0	C04652	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine	C06022	UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine
lpxH; UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54] [RN:R04549]	K03269	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type	3,0	C04824	2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate	C04652	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine
lpxB; lipid-A-disaccharide synthase [EC:2.4.1.182] [RN:R04606]	K00748	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type	4,0	C04932	2,3,2',3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1-phosphate	C04652,C04824	UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine,2,3-Bis(3-hydroxytetradecanoyl)-beta-D-glucosaminyl 1-phosphate
lpxK; tetraacyldisaccharide 4'-kinase [EC:2.7.1.130] [RN:R04657]	K00912	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type	5,0	C04919	2,3,2'3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate	C04932	2,3,2',3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1-phosphate
kdtA, waaA; 3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13] [RN:R04658]	K02527	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type	6,0	C06024	3-Deoxy-D-manno-octulosonyl-lipid IV(A)	C04919	2,3,2'3'-Tetrakis(3-hydroxytetradecanoyl)-D-glucosaminyl-1,6-beta-D-glucosamine 1,4'-bisphosphate
lpxL, htrB; Kdo2-lipid IVA lauroyltransferase [EC:2.3.1.241] [RN:R05146]	K02517	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type	7,0	C06251	Lauroyl-KDO2-lipid IV(A)	C06025	Di[3-deoxy-D-manno-octulosonyl]-lipid IV(A)
lpxM, msbB; lauroyl-Kdo2-lipid IVA myristoyltransferase [EC:2.3.1.243] [RN:R05075]	K02560	M00060	KDO2-lipid A biosynthesis, Raetz pathway, LpxL-LpxM type	8,0	C06026	Di[3-deoxy-D-manno-octulosonyl]-lipid A	C06251	Lauroyl-KDO2-lipid IV(A)
glucuronate isomerase [EC:5.3.1.12] [RN:R01482]	K01812	M00061	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	0,0	C00905	D-Fructuronate	C00191	D-Glucuronate
fructuronate reductase [EC:1.1.1.57] [RN:R02454]	K00040	M00061	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	1,0	C00514	D-Mannonate	C00905	D-Fructuronate
mannonate dehydratase [EC:4.2.1.8] [RN:R05606]	K01686	M00061	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	2,0	C00204	2-Dehydro-3-deoxy-D-gluconate	C00514	D-Mannonate
mannonate dehydratase [EC:4.2.1.8] [RN:R05606]	K08323	M00061	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	2,1	C00204	2-Dehydro-3-deoxy-D-gluconate	C00514	D-Mannonate
2-dehydro-3-deoxygluconokinase [EC:2.7.1.45] [RN:R01541]	K00874	M00061	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	3,0	C04442	2-Dehydro-3-deoxy-6-phospho-D-gluconate	C00204	2-Dehydro-3-deoxy-D-gluconate
2-dehydro-3-deoxy-phosphogluconate aldolase [EC:4.1.2.14] [RN:R05605]	K01625	M00061	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	4,0	C00022,C00118	Pyruvate,D-Glyceraldehyde 3-phosphate	C04442	2-Dehydro-3-deoxy-6-phospho-D-gluconate
2-dehydro-3-deoxy-phosphogluconate aldolase [EC:4.1.2.14] [RN:R05605]	K17463	M00061	D-Glucuronate degradation, D-glucuronate => pyruvate + D-glyceraldehyde 3P	4,1	C00022,C00118	Pyruvate,D-Glyceraldehyde 3-phosphate	C04442	2-Dehydro-3-deoxy-6-phospho-D-gluconate
arabinose-5-phosphate isomerase [EC:5.3.1.13] [RN:R01530]	K06041	M00063	CMP-KDO biosynthesis	0,0	C01112	D-Arabinose 5-phosphate	C00199	D-Ribulose 5-phosphate
2-dehydro-3-deoxyphosphooctonate aldolase (KDO 8-P synthase) [EC:2.5.1.55] [RN:R03254]	K01627	M00063	CMP-KDO biosynthesis	1,0	C04478	3-Deoxy-D-manno-octulosonate 8-phosphate	C01112	D-Arabinose 5-phosphate
3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO 8-P phosphatase) [EC:3.1.3.45] [RN:R03350]	K03270	M00063	CMP-KDO biosynthesis	2,0	C01187	3-Deoxy-D-manno-octulosonate	C04478	3-Deoxy-D-manno-octulosonate 8-phosphate
3-deoxy-manno-octulosonate cytidylyltransferase (CMP-KDO synthetase) [EC:2.7.7.38] [RN:R03351]	K00979	M00063	CMP-KDO biosynthesis	3,0	C04121	CMP-3-deoxy-D-manno-octulosonate	C01187	3-Deoxy-D-manno-octulosonate
D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28] [RN:R05645]	K03271	M00064	ADP-L-glycero-D-manno-heptose biosynthesis	0,0	C07836	D-glycero-D-manno-Heptose 7-phosphate	C05382	Sedoheptulose 7-phosphate
D-beta-D-heptose 7-phosphate kinase [EC:2.7.1.167] [RN:R05646]	K03272	M00064	ADP-L-glycero-D-manno-heptose biosynthesis	1,0	C11472	D-glycero-D-manno-Heptose 1,7-bisphosphate	C07836	D-glycero-D-manno-Heptose 7-phosphate
D-beta-D-heptose 7-phosphate kinase [EC:2.7.1.167] [RN:R05646]	K21344	M00064	ADP-L-glycero-D-manno-heptose biosynthesis	1,1	C11472	D-glycero-D-manno-Heptose 1,7-bisphosphate	C07836	D-glycero-D-manno-Heptose 7-phosphate
D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase [EC:3.1.3.82] [RN:R05647]	K03273	M00064	ADP-L-glycero-D-manno-heptose biosynthesis	2,0	C07838	D-glycero-D-manno-Heptose 1-phosphate	C11472	D-glycero-D-manno-Heptose 1,7-bisphosphate
D-beta-D-heptose 7-phosphate kinase [EC:2.7.1.167] [RN:R05646]	K03272	M00064	ADP-L-glycero-D-manno-heptose biosynthesis	3,0	C11472	D-glycero-D-manno-Heptose 1,7-bisphosphate	C07836	D-glycero-D-manno-Heptose 7-phosphate
D-beta-D-heptose 1-phosphate adenosyltransferase [EC:2.7.7.70] [RN:R05644]	K21345	M00064	ADP-L-glycero-D-manno-heptose biosynthesis	3,1	C06397	ADP-D-glycero-D-manno-heptose	C07838	D-glycero-D-manno-Heptose 1-phosphate
ADP-L-glycero-D-manno-heptose 6-epimerase [EC:5.1.3.20] [RN:R05176]	K03274	M00064	ADP-L-glycero-D-manno-heptose biosynthesis	4,0	C06398	ADP-L-glycero-D-manno-heptose	C06397	ADP-D-glycero-D-manno-heptose
PIGA [EC:2.4.1.198] [RN:R05916]	K03857	M00065	GPI-anchor biosynthesis, core oligosaccharide	0,0	G00143	(GlcNAc)1 (Ino-P)1	C01194	1-Phosphatidyl-D-myo-inositol
PIGC [RN:R05916]	K03859	M00065	GPI-anchor biosynthesis, core oligosaccharide	0,0	G00143	(GlcNAc)1 (Ino-P)1	C01194	1-Phosphatidyl-D-myo-inositol
PIGH [RN:R05916]	K03858	M00065	GPI-anchor biosynthesis, core oligosaccharide	0,0	G00143	(GlcNAc)1 (Ino-P)1	C01194	1-Phosphatidyl-D-myo-inositol
PIGP [RN:R05916]	K03861	M00065	GPI-anchor biosynthesis, core oligosaccharide	0,0	G00143	(GlcNAc)1 (Ino-P)1	C01194	1-Phosphatidyl-D-myo-inositol
PIGQ [RN:R05916]	K03860	M00065	GPI-anchor biosynthesis, core oligosaccharide	0,0	G00143	(GlcNAc)1 (Ino-P)1	C01194	1-Phosphatidyl-D-myo-inositol
PIGY [RN:R05916]	K11001	M00065	GPI-anchor biosynthesis, core oligosaccharide	0,0	G00143	(GlcNAc)1 (Ino-P)1	C01194	1-Phosphatidyl-D-myo-inositol
ERI1 [RN:R05916]	K11002	M00065	GPI-anchor biosynthesis, core oligosaccharide	0,0	G00143	(GlcNAc)1 (Ino-P)1	C01194	1-Phosphatidyl-D-myo-inositol
DPM2 [RN:R05916]	K09658	M00065	GPI-anchor biosynthesis, core oligosaccharide	0,0	G00143	(GlcNAc)1 (Ino-P)1	C01194	1-Phosphatidyl-D-myo-inositol
PIGL [EC:3.5.1.89] [RN:R05917]	K03434	M00065	GPI-anchor biosynthesis, core oligosaccharide	1,0	G00144	(GlcN)1 (Ino-P)1	G00143	(GlcNAc)1 (Ino-P)1
PIGW [EC:2.3.-.-] [RN:R05918]	K05283	M00065	GPI-anchor biosynthesis, core oligosaccharide	2,0	G00145	(GlcN)1 (Ino(acyl)-P)1	G00144	(GlcN)1 (Ino-P)1
PIGM [EC:2.4.1.-] [RN:R05919]	K05284	M00065	GPI-anchor biosynthesis, core oligosaccharide	3,0	G00146	(GlcN)1 (Ino(acyl)-P)1 (Man)1	G00145	(GlcN)1 (Ino(acyl)-P)1
PIGX [RN:R05919]	K07541	M00065	GPI-anchor biosynthesis, core oligosaccharide	3,0	G00146	(GlcN)1 (Ino(acyl)-P)1 (Man)1	G00145	(GlcN)1 (Ino(acyl)-P)1
PIGV [EC:2.4.1.-] [RN:R12350]	K07542	M00065	GPI-anchor biosynthesis, core oligosaccharide	4,0	G13128	(GlcN)1 (Ino(acyl)-P)1 (Man)2	G00146	(GlcN)1 (Ino(acyl)-P)1 (Man)1
PIGN [EC:2.7.-.-] [RN:R12351]	K05285	M00065	GPI-anchor biosynthesis, core oligosaccharide	5,0	G00148	(GlcN)1 (Ino(acyl)-P)1 (Man)2 (EtN)1 (P)1	G13128	(GlcN)1 (Ino(acyl)-P)1 (Man)2
PIGB [EC:2.4.1.-] [RN:R05922]	K05286	M00065	GPI-anchor biosynthesis, core oligosaccharide	6,0	G00149	(GlcN)1 (Ino(acyl)-P)1 (Man)3 (EtN)1 (P)1	G00148	(GlcN)1 (Ino(acyl)-P)1 (Man)2 (EtN)1 (P)1
PIGO [EC:2.7.-.-] [RN:R08107]	K05288	M00065	GPI-anchor biosynthesis, core oligosaccharide	7,0	G13044	(GlcN)1 (Ino(acyl)-P)1 (Man)3 (EtN)2 (P)2	G00149	(GlcN)1 (Ino(acyl)-P)1 (Man)3 (EtN)1 (P)1
PIGF [RN:R08107]	K05287	M00065	GPI-anchor biosynthesis, core oligosaccharide	7,0	G13044	(GlcN)1 (Ino(acyl)-P)1 (Man)3 (EtN)2 (P)2	G00149	(GlcN)1 (Ino(acyl)-P)1 (Man)3 (EtN)1 (P)1
ceramide glucosyltransferase [EC:2.4.1.80] [RN:R01497]	K00720	M00066	Lactosylceramide biosynthesis	0,0	C01190	Glucosylceramide	C00195	N-Acylsphingosine
beta-1,4-galactosyltransferase 6 [EC:2.4.1.274] [RN:R03354]	K07553	M00066	Lactosylceramide biosynthesis	1,0	C01290	beta-D-Galactosyl-1,4-beta-D-glucosylceramide	C01190	Glucosylceramide
ceramide galactosyltransferase [EC:2.4.1.47] [RN:R01500 R10804]	K04628	M00067	Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid	0,0	C20859	Galactosyl-1-alkyl-2-acylglycerol	C03201	1-Alkyl-2-acylglycerol
galactosylceramide sulfotransferase [EC:2.8.2.11] [RN:R04017 R10805]	K01019	M00067	Sulfoglycolipids biosynthesis, ceramide/1-alkyl-2-acylglycerol => sulfatide/seminolipid	1,0	C20825	Seminolipid	C20859	Galactosyl-1-alkyl-2-acylglycerol
A4GALT [EC:2.4.1.228] [RN:R05960]	K01988	M00068	Glycosphingolipid biosynthesis, globo-series, LacCer => Gb4Cer	0,0	G00093	Globotriaosylceramide; Gb3Cer; (Gal)2 (Glc)1 (Cer)1	G00092	Lactosylceramide; LacCer; (Gal)1 (Glc)1 (Cer)1
B3GALNT1 [EC:2.4.1.79] [RN:R05962]	K00719	M00068	Glycosphingolipid biosynthesis, globo-series, LacCer => Gb4Cer	1,0	G00094	Globoside; Gb4Cer; (Gal)2 (GalNAc)1 (Glc)1 (Cer)1	G00093	Globotriaosylceramide; Gb3Cer; (Gal)2 (Glc)1 (Cer)1
SIAT9 [EC:2.4.99.9] [RN:R05937]	K03370	M00069	Glycosphingolipid biosynthesis, ganglio series, LacCer => GT3	0,0	G00108	GM3; (Gal)1 (Glc)1 (Neu5Ac)1 (Cer)1	G00092	Lactosylceramide; LacCer; (Gal)1 (Glc)1 (Cer)1
SIAT8A [EC:2.4.99.8 2.4.99.-] [RN:R05940 R05947]	K03371	M00069	Glycosphingolipid biosynthesis, ganglio series, LacCer => GT3	1,0	G00118	GT3; (Gal)1 (Glc)1 (Neu5Ac)3 (Cer)1	G00113	GD3; (Gal)1 (Glc)1 (Neu5Ac)2 (Cer)1
SIAT8E [EC:2.4.99.-] [RN:R05947]	K03369	M00069	Glycosphingolipid biosynthesis, ganglio series, LacCer => GT3	1,1	G00118	GT3; (Gal)1 (Glc)1 (Neu5Ac)3 (Cer)1	G00113	GD3; (Gal)1 (Glc)1 (Neu5Ac)2 (Cer)1
B3GNT5 [EC:2.4.1.206] [RN:R05971]	K03766	M00070	Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer	0,0	G00036	Lc3Cer; (Gal)1 (Glc)1 (GlcNAc)1 (Cer)1	G00092	Lactosylceramide; LacCer; (Gal)1 (Glc)1 (Cer)1
B3GALT1,B3GALT2,B3GALT5 [EC:2.4.1.86 2.4.1.-] [RN:R06006]	K07819	M00070	Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer	1,0	G00037	Lc4Cer; (Gal)2 (Glc)1 (GlcNAc)1 (Cer)1	G00036	Lc3Cer; (Gal)1 (Glc)1 (GlcNAc)1 (Cer)1
B3GALT1,B3GALT2,B3GALT5 [EC:2.4.1.86 2.4.1.-] [RN:R06006]	K07820	M00070	Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer	1,1	G00037	Lc4Cer; (Gal)2 (Glc)1 (GlcNAc)1 (Cer)1	G00036	Lc3Cer; (Gal)1 (Glc)1 (GlcNAc)1 (Cer)1
B3GALT1,B3GALT2,B3GALT5 [EC:2.4.1.86 2.4.1.-] [RN:R06006]	K03877	M00070	Glycosphingolipid biosynthesis, lacto-series, LacCer => Lc4Cer	1,2	G00037	Lc4Cer; (Gal)2 (Glc)1 (GlcNAc)1 (Cer)1	G00036	Lc3Cer; (Gal)1 (Glc)1 (GlcNAc)1 (Cer)1
B3GNT5 [EC:2.4.1.206] [RN:R05971]	K03766	M00071	Glycosphingolipid biosynthesis, neolacto-series, LacCer => nLc4Cer	0,0	G00036	Lc3Cer; (Gal)1 (Glc)1 (GlcNAc)1 (Cer)1	G00092	Lactosylceramide; LacCer; (Gal)1 (Glc)1 (Cer)1
B4GALT1,B4GALT2,B4GALT3,B4GALT4 [EC:2.4.1.275 2.4.1.-] [RN:R05977]	K07966	M00071	Glycosphingolipid biosynthesis, neolacto-series, LacCer => nLc4Cer	1,0	G00050	nLc4Cer; (Gal)2 (Glc)1 (GlcNAc)1 (Cer)1	G00036	Lc3Cer; (Gal)1 (Glc)1 (GlcNAc)1 (Cer)1
B4GALT1,B4GALT2,B4GALT3,B4GALT4 [EC:2.4.1.275 2.4.1.-] [RN:R05977]	K07967	M00071	Glycosphingolipid biosynthesis, neolacto-series, LacCer => nLc4Cer	1,1	G00050	nLc4Cer; (Gal)2 (Glc)1 (GlcNAc)1 (Cer)1	G00036	Lc3Cer; (Gal)1 (Glc)1 (GlcNAc)1 (Cer)1
B4GALT1,B4GALT2,B4GALT3,B4GALT4 [EC:2.4.1.275 2.4.1.-] [RN:R05977]	K07968	M00071	Glycosphingolipid biosynthesis, neolacto-series, LacCer => nLc4Cer	1,2	G00050	nLc4Cer; (Gal)2 (Glc)1 (GlcNAc)1 (Cer)1	G00036	Lc3Cer; (Gal)1 (Glc)1 (GlcNAc)1 (Cer)1
B4GALT1,B4GALT2,B4GALT3,B4GALT4 [EC:2.4.1.275 2.4.1.-] [RN:R05977]	K07969	M00071	Glycosphingolipid biosynthesis, neolacto-series, LacCer => nLc4Cer	1,3	G00050	nLc4Cer; (Gal)2 (Glc)1 (GlcNAc)1 (Cer)1	G00036	Lc3Cer; (Gal)1 (Glc)1 (GlcNAc)1 (Cer)1
STT3; dolichyl-diphosphooligosaccharide--protein glycosyltransferase [EC:2.4.99.18] [RN:R05976]	K07151	M00072	N-glycosylation by oligosaccharyltransferase	0,0	C00621,G00009	Dolichyl diphosphate,	G00008,C03021	,Protein asparagine
OST1; oligosaccharyltransferase complex subunit alpha (ribophorin I)	K12666	M00072	N-glycosylation by oligosaccharyltransferase	0,0	C00621,G00009	Dolichyl diphosphate,	G00008,C03021	,Protein asparagine
SWP1; oligosaccharyltransferase complex subunit delta (ribophorin II)	K12667	M00072	N-glycosylation by oligosaccharyltransferase	0,0	C00621,G00009	Dolichyl diphosphate,	G00008,C03021	,Protein asparagine
OST2; oligosaccharyltransferase complex subunit epsilon	K12668	M00072	N-glycosylation by oligosaccharyltransferase	0,0	C00621,G00009	Dolichyl diphosphate,	G00008,C03021	,Protein asparagine
OST3; oligosaccharyltransferase complex subunit gamma	K12669	M00072	N-glycosylation by oligosaccharyltransferase	0,0	C00621,G00009	Dolichyl diphosphate,	G00008,C03021	,Protein asparagine
WBP1; oligosaccharyltransferase complex subunit beta	K12670	M00072	N-glycosylation by oligosaccharyltransferase	0,0	C00621,G00009	Dolichyl diphosphate,	G00008,C03021	,Protein asparagine
OST4; oligosaccharyl transferase complex subunit OST4	K00730	M00072	N-glycosylation by oligosaccharyltransferase	0,0	C00621,G00009	Dolichyl diphosphate,	G00008,C03021	,Protein asparagine
OST5; oligosaccharyl transferase complex subunit OST5	K12691	M00072	N-glycosylation by oligosaccharyltransferase	0,0	C00621,G00009	Dolichyl diphosphate,	G00008,C03021	,Protein asparagine
mannosyl-oligosaccharide glucosidase [EC:3.2.1.106] [RN:R05979]	K01228	M00073	N-glycan precursor trimming	0,0	G00171		G00009	
alpha 1,3-glucosidase [EC:3.2.1.84] [RN:R05980 R05981]	K05546	M00073	N-glycan precursor trimming	1,0	G00011		G00010	
mannosyl-oligosaccharide alpha-1,2-mannosidase [EC:3.2.1.113] [RN:R05982]	K01230	M00073	N-glycan precursor trimming	2,0	G00012		G00011	
alpha 1,3-glucosidase [EC:3.2.1.84] [RN:R05980 R05981]	K05546	M00074	N-glycan biosynthesis, high-mannose type	0,0	G00011		G00010	
mannosyl-oligosaccharide alpha-1,2-mannosidase [EC:3.2.1.113] [RN:R05982 R06722]	K01230	M00074	N-glycan biosynthesis, high-mannose type	1,0	G10694		G00011	
alpha 1,6-mannosyltransferase [EC:2.4.1.232] [RN:R08599]	K05528	M00074	N-glycan biosynthesis, high-mannose type	2,0	G01813		G10694	
mannan polymerase I complexes [EC:2.4.1.232]	K05529	M00074	N-glycan biosynthesis, high-mannose type	3,0				
mannan polymerase I complexes [EC:2.4.1.232]	K05530	M00074	N-glycan biosynthesis, high-mannose type	3,0				
mannan polymerase I complexes [EC:2.4.1.232]	K05529	M00074	N-glycan biosynthesis, high-mannose type	4,0				
mannan polymerase II complex [EC:2.4.1.232]	K05531	M00074	N-glycan biosynthesis, high-mannose type	4,0				
mannan polymerase II complex [EC:2.4.1.232]	K05532	M00074	N-glycan biosynthesis, high-mannose type	4,0				
mannan polymerase II complex [EC:2.4.1.232]	K05533	M00074	N-glycan biosynthesis, high-mannose type	4,0				
mannan polymerase II complex [EC:2.4.1.232]	K05534	M00074	N-glycan biosynthesis, high-mannose type	4,0				
alpha 1,2-mannosyltransferase [EC:2.4.1.-]	K05535	M00074	N-glycan biosynthesis, high-mannose type	5,0				
glycoprotein 6-alpha-L-fucosyltransferase [EC:2.4.1.68] [RN:R05988]	K00717	M00075	N-glycan biosynthesis, complex type	0,0	G00016		G00015	
beta-1,4-galactosyltransferase [EC:2.4.1.38] [RN:R05989]	K07966	M00075	N-glycan biosynthesis, complex type	1,0	G00017		G00016	
beta-1,4-galactosyltransferase [EC:2.4.1.38] [RN:R05989]	K07967	M00075	N-glycan biosynthesis, complex type	1,1	G00017		G00016	
beta-1,4-galactosyltransferase [EC:2.4.1.38] [RN:R05989]	K07968	M00075	N-glycan biosynthesis, complex type	1,2	G00017		G00016	
beta-galactoside alpha-2,6-sialyltransferase [EC:2.4.99.1] [RN:R05990]	K00778	M00075	N-glycan biosynthesis, complex type	2,0	G00018		G00017	
beta-galactoside alpha-2,6-sialyltransferase [EC:2.4.99.1] [RN:R05990]	K00779	M00075	N-glycan biosynthesis, complex type	2,1	G00018		G00017	
