gene_id	gene_description	pathway	topic_ecosystem	category	subcategory	potential_amg
K11263	propionyl-CoA carboxylase [EC:6.4.1.3] [RN:R01859]	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	carbon utilization	pyruvate metabolism		TRUE
K18472	propionyl-CoA carboxylase [EC:6.4.1.3] [RN:R01859]	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	carbon utilization	pyruvate metabolism		TRUE
K19312	propionyl-CoA carboxylase [EC:6.4.1.3] [RN:R01859]	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	carbon utilization	pyruvate metabolism		TRUE
K22568	propionyl-CoA carboxylase [EC:6.4.1.3] [RN:R01859]	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	carbon utilization	pyruvate metabolism		TRUE
K01964	propionyl-CoA carboxylase [EC:6.4.1.3] [RN:R01859]	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	carbon utilization	pyruvate metabolism		TRUE
K15036	propionyl-CoA carboxylase [EC:6.4.1.3] [RN:R01859]	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	carbon utilization	pyruvate metabolism		TRUE
K15037	propionyl-CoA carboxylase [EC:6.4.1.3] [RN:R01859]	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	carbon utilization	pyruvate metabolism		TRUE
K05606	methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1] [RN:R02765]	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	carbon utilization	pyruvate metabolism		TRUE
K01847	methylmalonyl-CoA mutase [EC:5.4.99.2] [RN:R00833]	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	carbon utilization	pyruvate metabolism		TRUE
K01848	methylmalonyl-CoA mutase [EC:5.4.99.2] [RN:R00833]	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	carbon utilization	pyruvate metabolism		TRUE
K01849	methylmalonyl-CoA mutase [EC:5.4.99.2] [RN:R00833]	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	carbon utilization	pyruvate metabolism		TRUE
K00132	acetaldehyde dehydrogenase (acetylating)	fermentation-	carbon utilization	pyruvate metabolism		TRUE
K13954	alcohol dehydrogenase	fermentation-	carbon utilization	pyruvate metabolism		TRUE
K00001	alcohol dehydrogenase	fermentation-	carbon utilization	pyruvate metabolism		TRUE
K00016	L-lactate dehydrogenase	fermentation-	carbon utilization	pyruvate metabolism		TRUE
K03778	D-lactate dehydrogenase	fermentation-	carbon utilization	pyruvate metabolism		TRUE
K00656	formate acetyltransferase (pyruvate-formate lyase )	pyruvate metabolism	carbon utilization	pyruvate metabolism		TRUE
K04069	pyruvate formate lyase activating enzyme	pyruvate metabolism	carbon utilization	pyruvate metabolism		TRUE
K04070	putative pyruvate formate lyase activating enzyme	pyruvate metabolism	carbon utilization	pyruvate metabolism		TRUE
K01512	acylphosphatase	pyruvate metabolism	carbon utilization	pyruvate metabolism		TRUE
K00074	3-hydroxybutyryl-CoA dehydrogenase	pyruvate metabolism	carbon utilization	pyruvate metabolism		TRUE
K07540	benzylsuccinate synthase [EC:4.1.99.11] [RN:R05598]	Toluene degradation, anaerobic, toluene => benzoyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K07543	benzylsuccinate CoA-transferase subunit [EC:2.8.3.15] [RN:R05588]	Toluene degradation, anaerobic, toluene => benzoyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K07544	benzylsuccinate CoA-transferase subunit [EC:2.8.3.15] [RN:R05588]	Toluene degradation, anaerobic, toluene => benzoyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K07545	bbsG; (R)-benzylsuccinyl-CoA dehydro genase [EC:1.3.8.3] [RN:R05584]	Toluene degradation, anaerobic, toluene => benzoyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K07546	bbsH; E-phenylitaconyl-CoA hydratase [EC:4.2.1.-] [RN:R05599]	Toluene degradation, anaerobic, toluene => benzoyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K07547	2-[hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase [EC:1.1.1.35] [RN:R05575]	Toluene degradation, anaerobic, toluene => benzoyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K07548	2-[hydroxy(phenyl)methyl]-succinyl-CoA dehydrogenase [EC:1.1.1.35] [RN:R05575]	Toluene degradation, anaerobic, toluene => benzoyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K07549	benzoylsuccinyl-CoA thiolase [EC:2.3.1.-] [RN:R05587]	Toluene degradation, anaerobic, toluene => benzoyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K07550	benzoylsuccinyl-CoA thiolase [EC:2.3.1.-] [RN:R05587]	Toluene degradation, anaerobic, toluene => benzoyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K05549	benzoate/toluate 1,2-dioxygenase [EC:1.14.12.10 1.14.12.-] [RN:R05621 R05290 R05428 R05665]	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol	carbon utilization	hydrocarbon degradation		TRUE
K05550	benzoate/toluate 1,2-dioxygenase [EC:1.14.12.10 1.14.12.-] [RN:R05621 R05290 R05428 R05665]	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol	carbon utilization	hydrocarbon degradation		TRUE
K05784	benzoate/toluate 1,2-dioxygenase [EC:1.14.12.10 1.14.12.-] [RN:R05621 R05290 R05428 R05665]	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol	carbon utilization	hydrocarbon degradation		TRUE
K05783	1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase [EC:1.3.1.25] [RN:R00813 R05292 R05314 R05309]	Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol	carbon utilization	hydrocarbon degradation		TRUE
K18106	D-galacturonate reductase [EC:1.1.1.-] [RN:R07676 R10565]	D-Galacturonate degradation (fungi), D-galacturonate => glycerol	carbon utilization	hydrocarbon degradation		TRUE
K19634	D-galacturonate reductase [EC:1.1.1.365] [RN:R07676]	D-Galacturonate degradation (fungi), D-galacturonate => glycerol	carbon utilization	hydrocarbon degradation		TRUE
K18102	L-galactonate dehydratase [EC:4.2.1.146] [RN:R10532]	D-Galacturonate degradation (fungi), D-galacturonate => glycerol	carbon utilization	hydrocarbon degradation		TRUE
K18103	L-threo-3-deoxy-hexylosonate aldolase [EC:4.1.2.54] [RN:R10550]	D-Galacturonate degradation (fungi), D-galacturonate => glycerol	carbon utilization	hydrocarbon degradation		TRUE
K18107	L-glyceraldehyde reductase [EC:1.1.1.372] [RN:R10563]	D-Galacturonate degradation (fungi), D-galacturonate => glycerol	carbon utilization	hydrocarbon degradation		TRUE
K00455	3,4-dihydroxyphenylacetate 2,3-dioxygenase [EC:1.13.11.15] [RN:R03303]	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	carbon utilization	hydrocarbon degradation		TRUE
K00151	5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase [EC:1.2.1.60] [RN:R04418]	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	carbon utilization	hydrocarbon degradation		TRUE
K10219	2-hydroxy-4-carboxymuconate semialdehyde hemiacetal dehydrogenase [EC:1.1.1.312] [RN:R04418]	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	carbon utilization	hydrocarbon degradation		TRUE
K01826	5-carboxymethyl-2-hydroxymuconate isomerase [EC:5.3.3.10][RN:R04379]	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	carbon utilization	hydrocarbon degradation		TRUE
K05921	5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase / 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase [EC:4.1.1.68 5.3.3.-] [RN:R04380 R04134]	Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate	carbon utilization	hydrocarbon degradation		TRUE
K14579	nahA; naphthalene 1,2-dioxygenase [EC:1.14.12.12] [RN:R02968]	Naphthalene degradation, naphthalene => salicylate	carbon utilization	hydrocarbon degradation		TRUE
K14580	nahA; naphthalene 1,2-dioxygenase [EC:1.14.12.12] [RN:R02968]	Naphthalene degradation, naphthalene => salicylate	carbon utilization	hydrocarbon degradation		TRUE
K14578	nahA; naphthalene 1,2-dioxygenase [EC:1.14.12.12] [RN:R02968]	Naphthalene degradation, naphthalene => salicylate	carbon utilization	hydrocarbon degradation		TRUE
K14581	nahA; naphthalene 1,2-dioxygenase [EC:1.14.12.12] [RN:R02968]	Naphthalene degradation, naphthalene => salicylate	carbon utilization	hydrocarbon degradation		TRUE
K14582	nahB; cis-1,2-dihydro-1,2-dihydroxynaphthalene/dibenzothiophene dihydrodiol dehydrogenase [EC:1.3.1.29] [RN:R04115]	Naphthalene degradation, naphthalene => salicylate	carbon utilization	hydrocarbon degradation		TRUE
K14583	1,2-dihydroxynaphthalene dioxygenase [EC:1.13.11.56] [RN:R04117]	Naphthalene degradation, naphthalene => salicylate	carbon utilization	hydrocarbon degradation		TRUE
K14584	2-hydroxychromene-2-carboxylate isomerase [EC:5.99.1.4] [RN:R05137]	Naphthalene degradation, naphthalene => salicylate	carbon utilization	hydrocarbon degradation		TRUE
K14585	trans-o-hydroxybenzylidenepyruvate hydratase-aldolase [EC:4.1.2.45] [RN:R05136]	Naphthalene degradation, naphthalene => salicylate	carbon utilization	hydrocarbon degradation		TRUE
K00152	salicylaldehyde dehydrogenase [EC:1.2.1.65] [RN:R02941]	Naphthalene degradation, naphthalene => salicylate	carbon utilization	hydrocarbon degradation		TRUE
K15757	xylM; xylene monooxygenase [EC:1.14.13.-] [RN:R05288 R05442 R05443]	Xylene degradation, xylene => methylbenzoate	carbon utilization	hydrocarbon degradation		TRUE
K15758	xylene monooxygenase electron transfer component [EC:1.18.1.3]	Xylene degradation, xylene => methylbenzoate	carbon utilization	hydrocarbon degradation		TRUE
K00055	E1.1.1.90; aryl-alcohol dehydrogenase [EC:1.1.1.90] [RN:R05282 R05348 R05347]	Xylene degradation, xylene => methylbenzoate	carbon utilization	hydrocarbon degradation		TRUE
K00141	xylC; benzaldehyde dehydrogenase (NAD) [EC:1.2.1.28] [RN:R05289 R05663 R05664]	Xylene degradation, xylene => methylbenzoate	carbon utilization	hydrocarbon degradation		TRUE
K15760	toluene monooxygenase system [EC:1.14.13.-] [RN:R02550]	Toluene degradation, toluene => benzoate	carbon utilization	hydrocarbon degradation		TRUE
K15761	toluene monooxygenase system [EC:1.14.13.-] [RN:R02550]	Toluene degradation, toluene => benzoate	carbon utilization	hydrocarbon degradation		TRUE
K15762	toluene monooxygenase system [EC:1.14.13.-] [RN:R02550]	Toluene degradation, toluene => benzoate	carbon utilization	hydrocarbon degradation		TRUE
K15763	toluene monooxygenase system [EC:1.14.13.-] [RN:R02550]	Toluene degradation, toluene => benzoate	carbon utilization	hydrocarbon degradation		TRUE
K15764	toluene monooxygenase system [EC:1.14.13.-] [RN:R02550]	Toluene degradation, toluene => benzoate	carbon utilization	hydrocarbon degradation		TRUE
K15765	toluene monooxygenase system [EC:1.14.13.-] [RN:R02550]	Toluene degradation, toluene => benzoate	carbon utilization	hydrocarbon degradation		TRUE
K00055	xylB; aryl-alcohol dehydrogenase [EC:1.1.1.90] [RN:R01763]	Toluene degradation, toluene => benzoate	carbon utilization	hydrocarbon degradation		TRUE
K00141	xylC; benzaldehyde dehydrogenase (NAD) [EC:1.2.1.28] [RN:R01419]	Toluene degradation, toluene => benzoate	carbon utilization	hydrocarbon degradation		TRUE
K10619	cmtA; p-cumate 2,3-dioxygenase [EC:1.14.12.25] [RN:R05247]	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate	carbon utilization	hydrocarbon degradation		TRUE
K16303	cmtA; p-cumate 2,3-dioxygenase [EC:1.14.12.25] [RN:R05247]	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate	carbon utilization	hydrocarbon degradation		TRUE
K16304	cmtA; p-cumate 2,3-dioxygenase [EC:1.14.12.25] [RN:R05247]	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate	carbon utilization	hydrocarbon degradation		TRUE
K18227	cmtA; p-cumate 2,3-dioxygenase [EC:1.14.12.25] [RN:R05247]	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate	carbon utilization	hydrocarbon degradation		TRUE
K10620	cmtB; 2,3-dihydroxy-2,3-dihydro-p-cumate dehydrogenase [EC:1.3.1.58] [RN:R05240]	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate	carbon utilization	hydrocarbon degradation		TRUE
K10621	cmtC; 2,3-dihydroxy-p-cumate-3,4-dioxygenase [EC:1.13.11.-] [RN:R05248]	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate	carbon utilization	hydrocarbon degradation		TRUE
K10622	cmtD; HCOMODA decarboxylase [EC:4.1.1.-] [RN:R05377]	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate	carbon utilization	hydrocarbon degradation		TRUE
K10623	cmtE; HOMODA hydrolase [EC:3.7.1.-] [RN: R05364]	Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate	carbon utilization	hydrocarbon degradation		TRUE
K04116	aliA; cyclohexanecarboxylate-CoA ligase [EC:6.2.1.-] [RN:R05620]	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K04117	aliB; cyclohexanecarboxyl-CoA dehydrogenase [EC:1.3.99.-] [RN:R05619]	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K07534	badK; cyclohex-1-ene-1-carboxyl-CoA hydratase [EC:4.2.1.-] [RN:R05600]	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K07535	badH; 2-hydroxycyclohexanecarboxyl-CoA dehydrogenase [EC:1.1.1.-] [RN:R05582]	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K07536	badI; 2-ketocyclohexanecarboxyl-CoA hydrolase [EC:3.1.2.-] [RN:R05592]	Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K04112	benzoyl-CoA reductase [EC:1.3.7.8] [RN:R02451]	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K04113	benzoyl-CoA reductase [EC:1.3.7.8] [RN:R02451]	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K04114	benzoyl-CoA reductase [EC:1.3.7.8] [RN:R02451]	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K04115	benzoyl-CoA reductase [EC:1.3.7.8] [RN:R02451]	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K19515	benzoyl-CoA reductase [EC:1.3.-.-] [RN:R10961]	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K19516	benzoyl-CoA reductase [EC:1.3.-.-] [RN:R10961]	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K07537	cyclohexa-1,5-dienecarbonyl-CoA hydratase [EC:4.2.1.100] [RN:R05597]	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K07538	6-hydroxycyclohex-1-ene-1-carboxyl-CoA dehydrogenase [EC:1.1.1.368] [RN:R05581]	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K07539	6-oxo-cyclohex-1-ene-carbonyl-CoA hydrolase [EC:3.7.1.21] [RN:R05594]	Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K08689	biphenyl 2,3-dioxygenase [EC:1.14.12.18] [RN:R05263 R05264 R05261 R05262]	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate	carbon utilization	hydrocarbon degradation		TRUE
K15750	biphenyl 2,3-dioxygenase [EC:1.14.12.18] [RN:R05263 R05264 R05261 R05262]	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate	carbon utilization	hydrocarbon degradation		TRUE
K18087	biphenyl 2,3-dioxygenase [EC:1.14.12.18] [RN:R05263 R05264 R05261 R05262]	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate	carbon utilization	hydrocarbon degradation		TRUE
K18088	biphenyl 2,3-dioxygenase [EC:1.14.12.18] [RN:R05263 R05264 R05261 R05262]	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate	carbon utilization	hydrocarbon degradation		TRUE
K08690	cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase [EC:1.3.1.56] [RN:R05239 R05241]	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate	carbon utilization	hydrocarbon degradation		TRUE
K00462	biphenyl-2,3-diol 1,2-dioxygenase [EC:1.13.11.39] [RN:R03462 R05245]	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate	carbon utilization	hydrocarbon degradation		TRUE
K10222	2,6-dioxo-6-phenylhexa-3-enoate hydrolase [EC:3.7.1.8] [RN:R02606 R05359]	Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate	carbon utilization	hydrocarbon degradation		TRUE
K15751	carbazole 1,9a-dioxygenase [EC:1.14.12.22] [RN:R05414 R09512]	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate	carbon utilization	hydrocarbon degradation		TRUE
K15752	carbazole 1,9a-dioxygenase [EC:1.14.12.22] [RN:R05414 R09512]	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate	carbon utilization	hydrocarbon degradation		TRUE
K15753	carbazole 1,9a-dioxygenase [EC:1.14.12.22] [RN:R05414 R09512]	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate	carbon utilization	hydrocarbon degradation		TRUE
K15754	2'-aminobiphenyl-2,3-diol 1,2-dioxygenase [EC:1.13.11.-] [RN:R05415]	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate	carbon utilization	hydrocarbon degradation		TRUE
K15755	2'-aminobiphenyl-2,3-diol 1,2-dioxygenase [EC:1.13.11.-] [RN:R05415]	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate	carbon utilization	hydrocarbon degradation		TRUE
K15756	2-hydroxy-6-oxo-6-(2'-aminophenyl)hexa-2, 4-dienoate hydrolase [EC:3.7.1.13] [RN:R05365]	Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate	carbon utilization	hydrocarbon degradation		TRUE
K05708	3-phenylpropionate/cinnamic acid dioxygenase [EC:1.14.12.19] [RN:R06783]	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K05709	3-phenylpropionate/cinnamic acid dioxygenase [EC:1.14.12.19] [RN:R06783]	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K05710	3-phenylpropionate/cinnamic acid dioxygenase [EC:1.14.12.19] [RN:R06783]	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K00529	3-phenylpropionate/cinnamic acid dioxygenase [EC:1.14.12.19] [RN:R06783]	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K05711	2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase [EC:1.3.1.87] [RN:R06785]	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K05712	mhpA; 3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127] [RN:R06787]	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K05713	2,3-dihydroxyphenylpropionate 1,2-dioxygenase [EC:1.13.11.16] [RN:R06788]	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K05714	2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase [EC:3.7.1.14] [RN:R06789]	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K02554	2-keto-4-pentenoate hydratase [EC:4.2.1.80] [RN:R02601]	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K01666	4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39] [RN:R00750]	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K04073	acetaldehyde dehydrogenase [EC:1.2.1.10] [RN:R00228]	Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K03268	benzene/toluene dioxygenase subunit alpha [EC:1.14.12.3 1.14.12.11] [RN:R03543 R03559]	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol	carbon utilization	hydrocarbon degradation		TRUE
K16268	benzene/toluene dioxygenase subunit alpha [EC:1.14.12.3 1.14.12.11] [RN:R03543 R03559]	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol	carbon utilization	hydrocarbon degradation		TRUE
K18089	benzene/toluene dioxygenase subunit alpha [EC:1.14.12.3 1.14.12.11] [RN:R03543 R03559]	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol	carbon utilization	hydrocarbon degradation		TRUE
K18090	benzene/toluene dioxygenase subunit alpha [EC:1.14.12.3 1.14.12.11] [RN:R03543 R03559]	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol	carbon utilization	hydrocarbon degradation		TRUE
K16269	cis-1,2-dihydrobenzene-1,2-diol dehydrogenase [EC:1.3.1.19] [RN:R00812 R04088]	Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol	carbon utilization	hydrocarbon degradation		TRUE
K16249	dmpK; phenol hydroxylase P0 protein [RN:R10042 R10043]	Benzene degradation, benzene => catechol	carbon utilization	hydrocarbon degradation		TRUE
K16243	dmpL; Phenol hydroxylase P1 protein [RN:R10042 R10043]	Benzene degradation, benzene => catechol	carbon utilization	hydrocarbon degradation		TRUE
K16244	dmpM; phenol hydroxylase P2 protein [RN:R10042 R10043]	Benzene degradation, benzene => catechol	carbon utilization	hydrocarbon degradation		TRUE
K16242	dmpN; phenol hydroxylase P3 protein [EC:1.14.13.-] [RN:R10042 R10043]	Benzene degradation, benzene => catechol	carbon utilization	hydrocarbon degradation		TRUE
K16245	dmpO; phenol hydroxylase P4 protein [RN:R10042 R10043]	Benzene degradation, benzene => catechol	carbon utilization	hydrocarbon degradation		TRUE
K16246	dmpP; phenol hydroxylase P5 protein [RN:R10042 R10043]	Benzene degradation, benzene => catechol	carbon utilization	hydrocarbon degradation		TRUE
K18068	phthalate 4,5-dioxygenase [EC:1.14.12.7] [RN:R03630]	Phthalate degradation, phthalate => protocatechuate	carbon utilization	hydrocarbon degradation		TRUE
K18069	phthalate 4,5-dioxygenase [EC:1.14.12.7] [RN:R03630]	Phthalate degradation, phthalate => protocatechuate	carbon utilization	hydrocarbon degradation		TRUE
K18067	phthalate 4,5-cis-dihydrodiol dehydrogenase [EC:1.3.1.64] [RN:R05275]	Phthalate degradation, phthalate => protocatechuate	carbon utilization	hydrocarbon degradation		TRUE
K04102	4,5-dihydroxyphthalate decarboxylase [EC:4.1.1.55] [RN:R01635]	Phthalate degradation, phthalate => protocatechuate	carbon utilization	hydrocarbon degradation		TRUE
K18074	K18075,K18077 terephthalate 1,2-dioxygenase [EC:1.14.12.15] [RN:R05148]	Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate	carbon utilization	hydrocarbon degradation		TRUE
K18075	tphA3	Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate	carbon utilization	hydrocarbon degradation		TRUE
K18077	tphA1	Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate	carbon utilization	hydrocarbon degradation		TRUE
K18076	1,2-dihydroxy-3,5-cyclohexadiene-1,4-dicarboxylate dehydrogenase [EC:1.3.1.53] [RN:R01633]	Terephthalate degradation, terephthalate => 3,4-dihydroxybenzoate	carbon utilization	hydrocarbon degradation		TRUE
K18251	phtA; phthalate 3,4-dioxygenase [EC:1.14.12.-] [RN:R09227]	Phthalate degradation, phthalate => protocatechuate	carbon utilization	hydrocarbon degradation		TRUE
K18252	phtA; phthalate 3,4-dioxygenase [EC:1.14.12.-] [RN:R09227]	Phthalate degradation, phthalate => protocatechuate	carbon utilization	hydrocarbon degradation		TRUE
K18253	phtA; phthalate 3,4-dioxygenase [EC:1.14.12.-] [RN:R09227]	Phthalate degradation, phthalate => protocatechuate	carbon utilization	hydrocarbon degradation		TRUE
K18254	phtA; phthalate 3,4-dioxygenase [EC:1.14.12.-] [RN:R09227]	Phthalate degradation, phthalate => protocatechuate	carbon utilization	hydrocarbon degradation		TRUE
K18255	phtB; phthalate 3,4-cis-dihydrodiol dehydrogenase [EC:1.3.1.-] [RN:R09228]	Phthalate degradation, phthalate => protocatechuate	carbon utilization	hydrocarbon degradation		TRUE
K18256	phtC; 3,4-dihydroxyphthalate decarboxylase [EC:4.1.1.69] [RN:R01634]	Phthalate degradation, phthalate => protocatechuate	carbon utilization	hydrocarbon degradation		TRUE
K03381	catechol 1,2-dioxygenase [EC:1.13.11.1] [RN:R00817]	Catechol ortho-cleavage, catechol => 3-oxoadipate	carbon utilization	hydrocarbon degradation		TRUE
K01856	muconate cycloisomerase [EC:5.5.1.1] [RN:R06989]	Catechol ortho-cleavage, catechol => 3-oxoadipate	carbon utilization	hydrocarbon degradation		TRUE
K03464	muconolactone D-isomerase [EC:5.3.3.4] [RN:R06990]	Catechol ortho-cleavage, catechol => 3-oxoadipate	carbon utilization	hydrocarbon degradation		TRUE
K01055	3-oxoadipate enol-lactonase [EC:3.1.1.24] [RN:R02991]	Catechol ortho-cleavage, catechol => 3-oxoadipate	carbon utilization	hydrocarbon degradation		TRUE
K14727	oxoadipate enol-lactonase / 4-carboxymuconolactone decarboxylase [EC:3.1.1.24 4.1.1.44]	Catechol ortho-cleavage, catechol => 3-oxoadipate	carbon utilization	hydrocarbon degradation		TRUE
K00446	catechol 2,3-dioxygenase [EC:1.13.11.2] [RN:R00816 R05295]	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K07104	catechol 2,3-dioxygenase [EC:1.13.11.2] [RN:R00816 R05295]	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
K10217	2-hydroxymuconate-6-semialdehyde dehydrogenase [EC:1.2.1.85] [RN:R02762 R05353]	Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA	carbon utilization	hydrocarbon degradation		TRUE
