gene_id	gene_description	pathway	topic_ecosystem	category	subcategory	potential_amg
K14095	energy-converting hydrogenase A subunit D	hydrogenase	Energy	Hydrogenases		TRUE
K14096	energy-converting hydrogenase A subunit E	hydrogenase	Energy	Hydrogenases		TRUE
K14097	energy-converting hydrogenase A subunit F	hydrogenase	Energy	Hydrogenases		TRUE
K14098	energy-converting hydrogenase A subunit G	hydrogenase	Energy	Hydrogenases		TRUE
K14099	energy-converting hydrogenase A subunit H	hydrogenase	Energy	Hydrogenases		TRUE
K14100	energy-converting hydrogenase A subunit I	hydrogenase	Energy	Hydrogenases		TRUE
K14101	energy-converting hydrogenase A subunit J	hydrogenase	Energy	Hydrogenases		TRUE
K14102	energy-converting hydrogenase A subunit K	hydrogenase	Energy	Hydrogenases		TRUE
K14103	energy-converting hydrogenase A subunit L	hydrogenase	Energy	Hydrogenases		TRUE
K14104	energy-converting hydrogenase A subunit M	hydrogenase	Energy	Hydrogenases		TRUE
K14105	energy-converting hydrogenase A subunit N	hydrogenase	Energy	Hydrogenases		TRUE
K14106	energy-converting hydrogenase A subunit O	hydrogenase	Energy	Hydrogenases		TRUE
K14107	energy-converting hydrogenase A subunit P	hydrogenase	Energy	Hydrogenases		TRUE
K14108	energy-converting hydrogenase A subunit Q	hydrogenase	Energy	Hydrogenases		TRUE
K14109	energy-converting hydrogenase A subunit R	hydrogenase	Energy	Hydrogenases		TRUE
K14110	energy-converting hydrogenase B subunit A	hydrogenase	Energy	Hydrogenases		TRUE
K14111	energy-converting hydrogenase B subunit B	hydrogenase	Energy	Hydrogenases		TRUE
K14112	energy-converting hydrogenase B subunit C	hydrogenase	Energy	Hydrogenases		TRUE
K14113	energy-converting hydrogenase B subunit D	hydrogenase	Energy	Hydrogenases		TRUE
K14114	energy-converting hydrogenase B subunit E	hydrogenase	Energy	Hydrogenases		TRUE
K14115	energy-converting hydrogenase B subunit F	hydrogenase	Energy	Hydrogenases		TRUE
K14116	energy-converting hydrogenase B subunit G	hydrogenase	Energy	Hydrogenases		TRUE
K14117	energy-converting hydrogenase B subunit H	hydrogenase	Energy	Hydrogenases		TRUE
K14118	energy-converting hydrogenase B subunit I	hydrogenase	Energy	Hydrogenases		TRUE
K14119	energy-converting hydrogenase B subunit J	hydrogenase	Energy	Hydrogenases		TRUE
K14120	energy-converting hydrogenase B subunit K	hydrogenase	Energy	Hydrogenases		TRUE
K14121	energy-converting hydrogenase B subunit L	hydrogenase	Energy	Hydrogenases		TRUE
K14122	energy-converting hydrogenase B subunit M	hydrogenase	Energy	Hydrogenases		TRUE
K14123	energy-converting hydrogenase B subunit N	hydrogenase	Energy	Hydrogenases		TRUE
K14124	energy-converting hydrogenase B subunit O	hydrogenase	Energy	Hydrogenases		TRUE
K14125	energy-converting hydrogenase B subunit P	hydrogenase	Energy	Hydrogenases		TRUE
K14126	F420-non-reducing hydrogenase large subunit [EC:1.12.99.- 1.8.98.5]	hydrogenase	Energy	Hydrogenases		TRUE
K14127	F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6]	hydrogenase	Energy	Hydrogenases		TRUE
K14128	F420-non-reducing hydrogenase small subunit [EC:1.12.99.- 1.8.98.5]	hydrogenase	Energy	Hydrogenases		TRUE
K17992	NADP-reducing hydrogenase subunit HndB [EC:1.12.1.3]	hydrogenase	Energy	Hydrogenases		TRUE
K18005	[NiFe] hydrogenase diaphorase moiety large subunit [EC:1.12.1.2]	hydrogenase	Energy	Hydrogenases		TRUE
K18006	[NiFe] hydrogenase diaphorase moiety small subunit [EC:1.12.1.2]	hydrogenase	Energy	Hydrogenases		TRUE
K18007	NAD-reducing hydrogenase small subunit [EC:1.12.1.2]	hydrogenase	Energy	Hydrogenases		TRUE
K18008	[NiFe] hydrogenase small subunit [EC:1.12.2.1]	hydrogenase	Energy	Hydrogenases		TRUE
K18016	membrane-bound hydrogenase subunit alpha [EC:1.12.7.2]	hydrogenase	Energy	Hydrogenases		TRUE
K18017	membrane-bound hydrogenase subunit beta [EC:1.12.7.2]	hydrogenase	Energy	Hydrogenases		TRUE
K18023	membrane-bound hydrogenase subunit mbhJ [EC:1.12.7.2]	hydrogenase	Energy	Hydrogenases		TRUE
K18330	NADP-reducing hydrogenase subunit HndA [EC:1.12.1.3]	hydrogenase	Energy	Hydrogenases		TRUE
K18331	NADP-reducing hydrogenase subunit HndC [EC:1.12.1.3]	hydrogenase	Energy	Hydrogenases		TRUE
K18332	NADP-reducing hydrogenase subunit HndD [EC:1.12.1.3]	hydrogenase	Energy	Hydrogenases		TRUE
K19640	putative two-component system protein, hydrogenase maturation factor HypX/HoxX	hydrogenase	Energy	Hydrogenases		TRUE
K23548	uptake hydrogenase small subunit [EC:1.12.99.6]	hydrogenase	Energy	Hydrogenases		TRUE
K23549	uptake hydrogenase large subunit [EC:1.12.99.6]	hydrogenase	Energy	Hydrogenases		TRUE
K00249	acyl-CoA dehydrogenase [EC:1.3.8.7] [RN:R04432]	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	Energy	Electron transport Chain		TRUE
K07511	enoyl-CoA hydratase [EC:4.2.1.17] [RN:R03045]	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	Energy	Electron transport Chain		TRUE
K07514	enoyl-CoA hydratase [EC:4.2.1.17] [RN:R03045]	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	Energy	Electron transport Chain		TRUE
K07515	enoyl-CoA hydratase [EC:4.2.1.17] [RN:R03045]	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	Energy	Electron transport Chain		TRUE
K14729	multifunctional beta-oxidation protein [EC:4.2.1.-] [RN:R03045]	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	Energy	Electron transport Chain		TRUE
K05605	3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4] [RN:R03157 R03158]	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	Energy	Electron transport Chain		TRUE
K23146	3-hydroxypropionate dehydrogenase [EC:1.1.1.59] [RN:R01608]	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	Energy	Electron transport Chain		TRUE
K00140	malonate-semialdehyde dehydrogenase (acetylating) [EC:1.2.1.18] [RN:R00740]	Malonate semialdehyde pathway, propanoyl-CoA => acetyl-CoA	Energy	Electron transport Chain		TRUE
K00330	nuoA; NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]	NADH:quinone oxidoreductase, prokaryotes	Energy	Electron transport Chain		TRUE
K00331	nuoB; NADH-quinone oxidoreductase subunit B [EC:7.1.1.2]	NADH:quinone oxidoreductase, prokaryotes	Energy	Electron transport Chain		TRUE
K00332	nuoC; NADH-quinone oxidoreductase subunit C [EC:7.1.1.2]	NADH:quinone oxidoreductase, prokaryotes	Energy	Electron transport Chain		TRUE
K00333	nuoD; NADH-quinone oxidoreductase subunit D [EC:7.1.1.2]	NADH:quinone oxidoreductase, prokaryotes	Energy	Electron transport Chain		TRUE
K13378	nuoCD; NADH-quinone oxidoreductase subunit C/D [EC:7.1.1.2]	NADH:quinone oxidoreductase, prokaryotes	Energy	Electron transport Chain		TRUE
K13380	nuoBCD; NADH-quinone oxidoreductase subunit B/C/D [EC:7.1.1.2]	NADH:quinone oxidoreductase, prokaryotes	Energy	Electron transport Chain		TRUE
K00334	nuoE; NADH-quinone oxidoreductase subunit E [EC:7.1.1.2]	NADH:quinone oxidoreductase, prokaryotes	Energy	Electron transport Chain		TRUE
K00335	nuoF; NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]	NADH:quinone oxidoreductase, prokaryotes	Energy	Electron transport Chain		TRUE
K00336	nuoG; NADH-quinone oxidoreductase subunit G [EC:7.1.1.2]	NADH:quinone oxidoreductase, prokaryotes	Energy	Electron transport Chain		TRUE
K00337	nuoH; NADH-quinone oxidoreductase subunit H [EC:7.1.1.2]	NADH:quinone oxidoreductase, prokaryotes	Energy	Electron transport Chain		TRUE
K00338	nuoI; NADH-quinone oxidoreductase subunit I [EC:7.1.1.2]	NADH:quinone oxidoreductase, prokaryotes	Energy	Electron transport Chain		TRUE
K00339	nuoJ; NADH-quinone oxidoreductase subunit J [EC:7.1.1.2]	NADH:quinone oxidoreductase, prokaryotes	Energy	Electron transport Chain		TRUE
K00340	nuoK; NADH-quinone oxidoreductase subunit K [EC:7.1.1.2]	NADH:quinone oxidoreductase, prokaryotes	Energy	Electron transport Chain		TRUE
K00341	nuoL; NADH-quinone oxidoreductase subunit L [EC:7.1.1.2]	NADH:quinone oxidoreductase, prokaryotes	Energy	Electron transport Chain		TRUE
K00342	nuoM; NADH-quinone oxidoreductase subunit M [EC:7.1.1.2]	NADH:quinone oxidoreductase, prokaryotes	Energy	Electron transport Chain		TRUE
K15863	nuoLM; NADH-quinone oxidoreductase subunit L/M [EC:7.1.1.2]	NADH:quinone oxidoreductase, prokaryotes	Energy	Electron transport Chain		TRUE
K00343	nuoN; NADH-quinone oxidoreductase subunit N [EC:7.1.1.2]	NADH:quinone oxidoreductase, prokaryotes	Energy	Electron transport Chain		TRUE
K05574	ndhC; NAD(P)H-quinone oxidoreductase subunit 3 [EC:7.1.1.2]	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria	Energy	Electron transport Chain		TRUE
K05582	ndhK; NAD(P)H-quinone oxidoreductase subunit K [EC:7.1.1.2]	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria	Energy	Electron transport Chain		TRUE
K05581	ndhJ; NAD(P)H-quinone oxidoreductase subunit J [EC:7.1.1.2]	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria	Energy	Electron transport Chain		TRUE
K05579	ndhH; NAD(P)H-quinone oxidoreductase subunit H [EC:7.1.1.2]	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria	Energy	Electron transport Chain		TRUE
K05572	ndhA; NAD(P)H-quinone oxidoreductase subunit 1 [EC:7.1.1.2]	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria	Energy	Electron transport Chain		TRUE
K05580	ndhI; NAD(P)H-quinone oxidoreductase subunit I [EC:7.1.1.2]	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria	Energy	Electron transport Chain		TRUE
K05578	ndhG; NAD(P)H-quinone oxidoreductase subunit 6 [EC:7.1.1.2]	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria	Energy	Electron transport Chain		TRUE
K05576	ndhE; NAD(P)H-quinone oxidoreductase subunit 4L [EC:7.1.1.2]	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria	Energy	Electron transport Chain		TRUE
K05577	ndhF; NAD(P)H-quinone oxidoreductase subunit 5 [EC:7.1.1.2]	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria	Energy	Electron transport Chain		TRUE
K05575	ndhD; NAD(P)H-quinone oxidoreductase subunit 4 [EC:7.1.1.2]	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria	Energy	Electron transport Chain		TRUE
K05573	ndhB; NAD(P)H-quinone oxidoreductase subunit 2 [EC:7.1.1.2]	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria	Energy	Electron transport Chain		TRUE
K05583	ndhL; NAD(P)H-quinone oxidoreductase subunit L [EC:7.1.1.2]	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria	Energy	Electron transport Chain		TRUE
K05584	ndhM; NAD(P)H-quinone oxidoreductase subunit M [EC:7.1.1.2]	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria	Energy	Electron transport Chain		TRUE
K05585	ndhN; NAD(P)H-quinone oxidoreductase subunit N [EC:7.1.1.2]	NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria	Energy	Electron transport Chain		TRUE
K00236	SDHC; succinate dehydrogenase (ubiquinone) cytochrome b560 subunit	Succinate dehydrogenase (ubiquinone)	Energy	Electron transport Chain		TRUE
K00237	SDHD; succinate dehydrogenase (ubiquinone) membrane anchor subunit	Succinate dehydrogenase (ubiquinone)	Energy	Electron transport Chain		TRUE
K00234	SDHA; succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]	Succinate dehydrogenase (ubiquinone)	Energy	Electron transport Chain		TRUE
K00235	SDHB; succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]	Succinate dehydrogenase (ubiquinone)	Energy	Electron transport Chain		TRUE
K00241	sdhC; succinate dehydrogenase cytochrome b556 subunit	Succinate dehydrogenase, prokaryotes	Energy	Electron transport Chain		TRUE
K00242	sdhD; succinate dehydrogenase membrane anchor subunit	Succinate dehydrogenase, prokaryotes	Energy	Electron transport Chain		TRUE
K00239	sdhA; succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1]	Succinate dehydrogenase, prokaryotes	Energy	Electron transport Chain		TRUE
K00240	sdhB; succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1]	Succinate dehydrogenase, prokaryotes	Energy	Electron transport Chain		TRUE
K00244	frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4]	Fumarate reductase, prokaryotes	Energy	Electron transport Chain		TRUE
K00245	frdB; fumarate reductase iron-sulfur subunit [EC:1.3.5.4]	Fumarate reductase, prokaryotes	Energy	Electron transport Chain		TRUE
K00246	frdC; fumarate reductase subunit C	Fumarate reductase, prokaryotes	Energy	Electron transport Chain		TRUE
K00247	frdD; fumarate reductase subunit D	Fumarate reductase, prokaryotes	Energy	Electron transport Chain		TRUE
K02111	ATPF1A; F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14]	F-type ATPase, prokaryotes and chloroplasts	Energy	Electron transport Chain		TRUE
K02112	ATPF1B; F-type H+-transporting ATPase subunit beta [EC:3.6.3.14]	F-type ATPase, prokaryotes and chloroplasts	Energy	Electron transport Chain		TRUE
K02113	ATPF1D; F-type H+-transporting ATPase subunit delta	F-type ATPase, prokaryotes and chloroplasts	Energy	Electron transport Chain		TRUE
K02114	ATPF1E; F-type H+-transporting ATPase subunit epsilon	F-type ATPase, prokaryotes and chloroplasts	Energy	Electron transport Chain		TRUE
K02115	ATPF1G, atpG	F-type ATPase, prokaryotes and chloroplasts	Energy	Electron transport Chain		TRUE
K02108	ATPF0A; F-type H+-transporting ATPase subunit a	F-type ATPase, prokaryotes and chloroplasts	Energy	Electron transport Chain		TRUE
K02109	ATPF0B; F-type H+-transporting ATPase subunit b	F-type ATPase, prokaryotes and chloroplasts	Energy	Electron transport Chain		TRUE
K02110	ATPF0C; F-type H+-transporting ATPase subunit c	F-type ATPase, prokaryotes and chloroplasts	Energy	Electron transport Chain		TRUE
K02117	ATPVA; V/A-type H+-transporting ATPase subunit A [EC:3.6.3.14]	V/A-type ATPase, prokaryotes	Energy	Electron transport Chain		TRUE
K02118	ATPVB; V/A-type H+-transporting ATPase subunit B	V/A-type ATPase, prokaryotes	Energy	Electron transport Chain		TRUE
K02119	ATPVC; V/A-type H+-transporting ATPase subunit C	V/A-type ATPase, prokaryotes	Energy	Electron transport Chain		TRUE
K02120	ATPVD; V/A-type H+-transporting ATPase subunit D	V/A-type ATPase, prokaryotes	Energy	Electron transport Chain		TRUE
K02121	ATPVE; V/A-type H+-transporting ATPase subunit E	V/A-type ATPase, prokaryotes	Energy	Electron transport Chain		TRUE
K02122	ATPVF; V/A-type H+-transporting ATPase subunit F	V/A-type ATPase, prokaryotes	Energy	Electron transport Chain		TRUE
K02107	ATPVG; V/A-type H+-transporting ATPase subunit G/H	V/A-type ATPase, prokaryotes	Energy	Electron transport Chain		TRUE
K02123	ATPVI; V/A-type H+-transporting ATPase subunit I	V/A-type ATPase, prokaryotes	Energy	Electron transport Chain		TRUE
K02124	ATPVK; V/A-type H+-transporting ATPase subunit K	V/A-type ATPase, prokaryotes	Energy	Electron transport Chain		TRUE
K00346	Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:1.6.5.-]	Na+-transporting NADH:ubiquinone oxidoreductase-	Energy	Electron transport Chain		TRUE
K00347	Na+-transporting NADH:ubiquinone oxidoreductase subunit B [EC:1.6.5.-]	Na+-transporting NADH:ubiquinone oxidoreductase-	Energy	Electron transport Chain		TRUE
K00348	Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:1.6.5.-]	Na+-transporting NADH:ubiquinone oxidoreductase-	Energy	Electron transport Chain		TRUE
K00349	Na+-transporting NADH:ubiquinone oxidoreductase subunit D [EC:1.6.5.-]	Na+-transporting NADH:ubiquinone oxidoreductase-	Energy	Electron transport Chain		TRUE
K00350	Na+-transporting NADH:ubiquinone oxidoreductase subunit E [EC:1.6.5.-]	Na+-transporting NADH:ubiquinone oxidoreductase-	Energy	Electron transport Chain		TRUE
K00351	Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:1.6.5.-]	Na+-transporting NADH:ubiquinone oxidoreductase-	Energy	Electron transport Chain		TRUE
K05565	multicomponent Na+:H+ antiporter subunit A	Multicomponent Na+/H+ antiporter	Energy	Electron transport Chain		TRUE
K05568	multicomponent Na+:H+ antiporter subunit D	Multicomponent Na+/H+ antiporter	Energy	Electron transport Chain		TRUE
K05567	multicomponent Na+:H+ antiporter subunit C	Multicomponent Na+/H+ antiporter	Energy	Electron transport Chain		TRUE
K05566	multicomponent Na+:H+ antiporter subunit B	Multicomponent Na+/H+ antiporter	Energy	Electron transport Chain		TRUE
K05571	multicomponent Na+:H+ antiporter subunit G	Multicomponent Na+/H+ antiporter	Energy	Electron transport Chain		TRUE
K05570	multicomponent Na+:H+ antiporter subunit F	Multicomponent Na+/H+ antiporter	Energy	Electron transport Chain		TRUE
K05569	multicomponent Na+:H+ antiporter subunit E	Multicomponent Na+/H+ antiporter	Energy	Electron transport Chain		TRUE
K03616	electron transport complex protein RnfB	RNF complex	Energy	Electron transport Chain		TRUE
K03617	electron transport complex protein RnfA	RNF complex	Energy	Electron transport Chain		TRUE
K03613	electron transport complex protein RnfE	RNF complex	Energy	Electron transport Chain		TRUE
K03612	electron transport complex protein RnfG	RNF complex	Energy	Electron transport Chain		TRUE
K03614	electron transport complex protein RnfD	RNF complex	Energy	Electron transport Chain		TRUE
K03615	electron transport complex protein RnfC	RNF complex	Energy	Electron transport Chain		TRUE
K03878	ND1; NADH-ubiquinone oxidoreductase chain 1 [EC:7.1.1.2]	NADH:ubiquinone oxidoreductase, mitochondria	Energy	Electron transport Chain		TRUE
K03879	ND2; NADH-ubiquinone oxidoreductase chain 2 [EC:7.1.1.2]	NADH:ubiquinone oxidoreductase, mitochondria	Energy	Electron transport Chain		TRUE
K03880	ND3; NADH-ubiquinone oxidoreductase chain 3 [EC:7.1.1.2]	NADH:ubiquinone oxidoreductase, mitochondria	Energy	Electron transport Chain		TRUE
K03881	ND4; NADH-ubiquinone oxidoreductase chain 4 [EC:7.1.1.2]	NADH:ubiquinone oxidoreductase, mitochondria	Energy	Electron transport Chain		TRUE
K03882	ND4L; NADH-ubiquinone oxidoreductase chain 4L [EC:7.1.1.2]	NADH:ubiquinone oxidoreductase, mitochondria	Energy	Electron transport Chain		TRUE
K03883	ND5; NADH-ubiquinone oxidoreductase chain 5 [EC:7.1.1.2]	NADH:ubiquinone oxidoreductase, mitochondria	Energy	Electron transport Chain		TRUE
K03884	ND6; NADH-ubiquinone oxidoreductase chain 6 [EC:7.1.1.2]	NADH:ubiquinone oxidoreductase, mitochondria	Energy	Electron transport Chain		TRUE
K03934	NDUFS1; NADH dehydrogenase (ubiquinone) Fe-S protein 1 [EC:7.1.1.2 1.6.99.3]	NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria	Energy	Electron transport Chain		TRUE
K03935	NDUFS2; NADH dehydrogenase (ubiquinone) Fe-S protein 2 [EC:7.1.1.2 1.6.99.3]	NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria	Energy	Electron transport Chain		TRUE
K03936	NDUFS3; NADH dehydrogenase (ubiquinone) Fe-S protein 3 [EC:7.1.1.2 1.6.99.3]	NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria	Energy	Electron transport Chain		TRUE
K03937	NDUFS4; NADH dehydrogenase (ubiquinone) Fe-S protein 4	NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria	Energy	Electron transport Chain		TRUE
K03938	NDUFS5; NADH dehydrogenase (ubiquinone) Fe-S protein 5	NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria	Energy	Electron transport Chain		TRUE
K03939	NDUFS6; NADH dehydrogenase (ubiquinone) Fe-S protein 6	NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria	Energy	Electron transport Chain		TRUE
K03940	NDUFS7; NADH dehydrogenase (ubiquinone) Fe-S protein 7 [EC:7.1.1.2 1.6.99.3]	NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria	Energy	Electron transport Chain		TRUE
K03941	NDUFS8; NADH dehydrogenase (ubiquinone) Fe-S protein 8 [EC:7.1.1.2 1.6.99.3]	NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria	Energy	Electron transport Chain		TRUE
K03942	NDUFV1; NADH dehydrogenase (ubiquinone) flavoprotein 1 [EC:7.1.1.2 1.6.99.3]	NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria	Energy	Electron transport Chain		TRUE
K03943	NDUFV2; NADH dehydrogenase (ubiquinone) flavoprotein 2 [EC:7.1.1.2 1.6.99.3]	NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria	Energy	Electron transport Chain		TRUE
K03944	NDUFV3; NADH dehydrogenase (ubiquinone) flavoprotein 3	NADH dehydrogenase (ubiquinone) Fe-S protein/flavoprotein complex, mitochondria	Energy	Electron transport Chain		TRUE
K03945	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	Energy	Electron transport Chain		TRUE
K03946	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 2	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	Energy	Electron transport Chain		TRUE
K03947	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 3	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	Energy	Electron transport Chain		TRUE
K03948	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 4	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	Energy	Electron transport Chain		TRUE
K03949	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 5	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	Energy	Electron transport Chain		TRUE
K03950	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 6	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	Energy	Electron transport Chain		TRUE
K03951	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 7	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	Energy	Electron transport Chain		TRUE
K03952	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 8	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	Energy	Electron transport Chain		TRUE
K03953	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 9	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	Energy	Electron transport Chain		TRUE
K03954	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 10	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	Energy	Electron transport Chain		TRUE
K03955	NADH dehydrogenase (ubiquinone) 1 alpha/beta subcomplex 1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	Energy	Electron transport Chain		TRUE
K03956	NADH-ubiquinone oxidoreductase subunit	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	Energy	Electron transport Chain		TRUE
K11352	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 12	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	Energy	Electron transport Chain		TRUE
K11353	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 13	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	Energy	Electron transport Chain		TRUE
K03957	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 1	NADH dehydrogenase (ubiquinone) 1 beta subcomplex	Energy	Electron transport Chain		TRUE
K03958	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 2	NADH dehydrogenase (ubiquinone) 1 beta subcomplex	Energy	Electron transport Chain		TRUE
K03959	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 3	NADH dehydrogenase (ubiquinone) 1 beta subcomplex	Energy	Electron transport Chain		TRUE
K03960	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 4	NADH dehydrogenase (ubiquinone) 1 beta subcomplex	Energy	Electron transport Chain		TRUE
K03961	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 5	NADH dehydrogenase (ubiquinone) 1 beta subcomplex	Energy	Electron transport Chain		TRUE
K03962	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 6	NADH dehydrogenase (ubiquinone) 1 beta subcomplex	Energy	Electron transport Chain		TRUE
K03963	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 7	NADH dehydrogenase (ubiquinone) 1 beta subcomplex	Energy	Electron transport Chain		TRUE
K03964	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 8	NADH dehydrogenase (ubiquinone) 1 beta subcomplex	Energy	Electron transport Chain		TRUE
K03965	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 9	NADH dehydrogenase (ubiquinone) 1 beta subcomplex	Energy	Electron transport Chain		TRUE
K03966	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 10	NADH dehydrogenase (ubiquinone) 1 beta subcomplex	Energy	Electron transport Chain		TRUE
K11351	NADH dehydrogenase (ubiquinone) 1 beta subcomplex 11	NADH dehydrogenase (ubiquinone) 1 beta subcomplex	Energy	Electron transport Chain		TRUE
K03967	NADH dehydrogenase (ubiquinone) 1 subcomplex unknown 1	NADH dehydrogenase (ubiquinone) 1 beta subcomplex	Energy	Electron transport Chain		TRUE
K03968	NADH dehydrogenase (ubiquinone) 1 subcomplex unknown 2	NADH dehydrogenase (ubiquinone) 1 beta subcomplex	Energy	Electron transport Chain		TRUE
K02132	ATPeF1A; F-type H+-transporting ATPase subunit alpha	F-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K02133	ATPeF1B; F-type H+-transporting ATPase subunit beta [EC:3.6.3.14]	F-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K02136	ATPeF1G; F-type H+-transporting ATPase subunit gamma	F-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K02134	ATPeF1D; F-type H+-transporting ATPase subunit delta	F-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K02135	ATPeF1E; F-type H+-transporting ATPase subunit epsilon	F-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K02137	ATPeF0O; F-type H+-transporting ATPase subunit O	F-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K02126	ATPeF0A; F-type H+-transporting ATPase subunit a	F-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K02127	ATPeF0B; F-type H+-transporting ATPase subunit b	F-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K02128	ATPeF0C; F-type H+-transporting ATPase subunit c	F-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K02138	ATPeFD; F-type H+-transporting ATPase subunit d	F-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
K02129	ATPeF0E; F-type H+-transporting ATPase subunit e	F-type ATPase, eukaryotes	Energy	Electron transport Chain		TRUE
