gene_id	gene_description	pathway	topic_ecosystem	category	subcategory	potential_amg
K13421	orotate phosphoribosyltransferase [EC:2.4.2.10] [RN:R01870]	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	MISC	Information systems	Nucleotide	TRUE
K00762	orotate phosphoribosyltransferase [EC:2.4.2.10] [RN:R01870]	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	MISC	Information systems	Nucleotide	TRUE
K01591	orotidine-5'-phosphate decarboxylase [EC:4.1.1.23] [RN:R00965]	Uridine monophosphate biosynthesis, glutamine (+ PRPP) => UMP	MISC	Information systems	Nucleotide	TRUE
K13800	cytidylate kinase [EC:2.7.4.14] [RN:R00158]	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	MISC	Information systems	Nucleotide	TRUE
K13809	cytidylate kinase [EC:2.7.4.14] [RN:R00158]	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	MISC	Information systems	Nucleotide	TRUE
K00945	cytidylate kinase [EC:2.7.4.14] [RN:R00158]	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	MISC	Information systems	Nucleotide	TRUE
K13799	cytidylate kinase [EC:2.7.4.14] [RN:R00158]	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	MISC	Information systems	Nucleotide	TRUE
K00940	nucleoside-diphosphate kinase [EC:2.7.4.6] [RN:R00156]	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	MISC	Information systems	Nucleotide	TRUE
K18533	nucleoside-diphosphate kinase [EC:2.7.4.6] [RN:R00156]	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	MISC	Information systems	Nucleotide	TRUE
K01937	CTP synthase [EC:6.3.4.2] [RN:R00571 R00573]	Pyrimidine ribonucleotide biosynthesis, UMP => UDP/UTP,CDP/CTP	MISC	Information systems	Nucleotide	TRUE
K00524	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	TRUE
K00525	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	TRUE
K00526	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	TRUE
K10807	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	TRUE
K10808	ribonucleoside-diphosphate reductase [EC:1.17.4.1] [RN:R02024]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	TRUE
K00940	nucleoside-diphosphate kinase [EC:2.7.4.6] [RN:R02326 R02093]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	TRUE
K18533	nucleoside-diphosphate kinase [EC:2.7.4.6] [RN:R02326 R02093]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	TRUE
K00527	ribonucleoside-triphosphate reductase [EC:1.17.4.2 1.1.98.6] [RN:R02022 R11636]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	TRUE
K21636	ribonucleoside-triphosphate reductase [EC:1.17.4.2 1.1.98.6] [RN:R02022 R11636]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	TRUE
K01494	dCTP deaminase [EC:3.5.4.13] [RN:R02325]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	TRUE
K01520	dUTP pyrophosphatase [EC:3.6.1.23] [RN:R02100]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	TRUE
K00560	thymidylate synthase [EC:2.1.1.45] [RN:R02101]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	TRUE
K13998	thymidylate synthase [EC:2.1.1.45] [RN:R02101]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	TRUE
K00943	dTMP kinase [EC:2.7.4.9] [RN:R02094]	Pyrimidine deoxyribonuleotide biosynthesis, CDP/CTP => dCDP/dCTP,dTDP/dTTP	MISC	Information systems	Nucleotide	TRUE
K00963	UGP2; Glc-1P -> UDP-Glc [EC:2.7.7.9]	Nucleotide sugar biosynthesis, eukaryotes	MISC	Information systems	Nucleotide	TRUE
K01784	GALE; UDP-Glc -> UDP-Gal [EC:5.1.3.2]	Nucleotide sugar biosynthesis, eukaryotes	MISC	Information systems	Nucleotide	TRUE
K00972	UAP1; GlcNAc-1P -> UDP-GlcNAc [EC:2.7.7.23]	Nucleotide sugar biosynthesis, eukaryotes	MISC	Information systems	Nucleotide	TRUE
K00012	UGDH; UDP-Glc -> UDP-GlcA [EC:1.1.1.22]	Nucleotide sugar biosynthesis, eukaryotes	MISC	Information systems	Nucleotide	TRUE
K08678	UXS1; UDP-GlcA -> UDP-Xyl [EC:4.1.1.35]	Nucleotide sugar biosynthesis, eukaryotes	MISC	Information systems	Nucleotide	TRUE
K00966	GMPP; Man-1P -> GDP-Man [EC:2.7.7.13]	Nucleotide sugar biosynthesis, eukaryotes	MISC	Information systems	Nucleotide	TRUE
K00971	GMPP; Man-1P -> GDP-Man [EC:2.7.7.13]	Nucleotide sugar biosynthesis, eukaryotes	MISC	Information systems	Nucleotide	TRUE
K01905	6.2.1.13, acetate---CoA ligase (ADP-forming) subunit alpha	SCFA  and alcohol conversions	MISC	SCFA  and alcohol conversions		TRUE
K01067	acetyl-CoA hydrolase [EC:3.1.2.1]	SCFA  and alcohol conversions	MISC	SCFA  and alcohol conversions		TRUE
K00101	L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]	SCFA  and alcohol conversions	MISC	SCFA  and alcohol conversions		TRUE
K03777	D-lactate dehydrogenase (quinone) [EC:1.1.5.12]	SCFA  and alcohol conversions	MISC	SCFA  and alcohol conversions		TRUE
K00634	phosphate butyryltransferase [EC:2.3.1.19]	SCFA  and alcohol conversions	MISC	SCFA  and alcohol conversions		TRUE
K00929	butyrate kinase [EC:2.7.2.7]	SCFA  and alcohol conversions	MISC	SCFA  and alcohol conversions		TRUE
K01896	medium-chain acyl-CoA synthetase [EC:6.2.1.2]	SCFA  and alcohol conversions	MISC	SCFA  and alcohol conversions		TRUE
K19697	propionate kinase [EC:2.7.2.15]	SCFA  and alcohol conversions	MISC	SCFA  and alcohol conversions		TRUE
K01026	propionate CoA-transferase [EC:2.8.3.1]	SCFA  and alcohol conversions	MISC	SCFA  and alcohol conversions		TRUE
K18857	alcohol dehydrogenase [EC:1.1.1.1]	SCFA  and alcohol conversions	MISC	SCFA  and alcohol conversions		TRUE
K13980	alcohol dehydrogenase [EC:1.1.1.1]	SCFA  and alcohol conversions	MISC	SCFA  and alcohol conversions		TRUE
K13953	alcohol dehydrogenase [EC:1.1.1.1]	SCFA  and alcohol conversions	MISC	SCFA  and alcohol conversions		TRUE
K13952	alcohol dehydrogenase [EC:1.1.1.1]	SCFA  and alcohol conversions	MISC	SCFA  and alcohol conversions		TRUE
K13951	alcohol dehydrogenase [EC:1.1.1.1]	SCFA  and alcohol conversions	MISC	SCFA  and alcohol conversions		TRUE
K04072	alcohol dehydrogenase [EC:1.1.1.1]	SCFA  and alcohol conversions	MISC	SCFA  and alcohol conversions		TRUE
K00121	alcohol dehydrogenase [EC:1.1.1.1]	SCFA  and alcohol conversions	MISC	SCFA  and alcohol conversions		TRUE
K01661	naphthoate synthase	Menaquinone biosynthesis	MISC	MISC		TRUE
K01851	salicylate biosynthesis isochorismate synthase	Menaquinone biosynthesis	MISC	MISC		TRUE
K01911	O-succinylbenzoic acid--CoA ligase	Menaquinone biosynthesis	MISC	MISC		TRUE
K02361	isochorismate synthase	Menaquinone biosynthesis	MISC	MISC		TRUE
K02548	1,4-dihydroxy-2-naphthoate octaprenyltransferase	Menaquinone biosynthesis	MISC	MISC		TRUE
K02549	O-succinylbenzoate synthase	Menaquinone biosynthesis	MISC	MISC		TRUE
K02551	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	Menaquinone biosynthesis	MISC	MISC		TRUE
K02552	menaquinone-specific isochorismate synthase	Menaquinone biosynthesis	MISC	MISC		TRUE
K03183	demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase	Menaquinone biosynthesis	MISC	MISC		TRUE
K08680	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase	Menaquinone biosynthesis	MISC	MISC		TRUE
K12073	1,4-dihydroxy-2-naphthoyl-CoA hydrolase	Menaquinone biosynthesis	MISC	MISC		TRUE
K19222	1,4-dihydroxy-2-naphthoyl-CoA hydrolase	Menaquinone biosynthesis	MISC	MISC		TRUE
K00568	2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase	Ubiquinone biosynthesis	MISC	MISC		TRUE
K03179	4-hydroxybenzoate polyprenyltransferase	Ubiquinone biosynthesis	MISC	MISC		TRUE
K03181	chorismate--pyruvate lyase	Ubiquinone biosynthesis	MISC	MISC		TRUE
K03182	4-hydroxy-3-polyprenylbenzoate decarboxylase	Ubiquinone biosynthesis	MISC	MISC		TRUE
K03183	demethylmenaquinone methyltransferase / 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase	Ubiquinone biosynthesis	MISC	MISC		TRUE
K03184	2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase	Ubiquinone biosynthesis	MISC	MISC		TRUE
K03185	2-octaprenyl-6-methoxyphenol hydroxylase	Ubiquinone biosynthesis	MISC	MISC		TRUE
K03186	4-hydroxy-3-polyprenylbenzoate decarboxylase	Ubiquinone biosynthesis	MISC	MISC		TRUE
K18240	chorismate lyase / 3-hydroxybenzoate synthase	Ubiquinone biosynthesis	MISC	MISC		TRUE
K18800	2-octaprenylphenol hydroxylase	Ubiquinone biosynthesis	MISC	MISC		TRUE
K22225	ahbAB; siroheme decarboxylase [RN:R12000]	Heme biosynthesis, archaea, siroheme => heme	MISC	MISC		TRUE
K22226	ahbC; 12,18-didecarboxysiroheme decarboxylase [RN:R12001]	Heme biosynthesis, archaea, siroheme => heme	MISC	MISC		TRUE
K22227	ahbD; heme synthase [RN:R12002]	Heme biosynthesis, archaea, siroheme => heme	MISC	MISC		TRUE
K00232	acyl-CoA oxidase [EC:1.3.3.6] [RN:R07934 R07950]	beta-Oxidation, peroxisome, VLCFA	MISC	MISC		TRUE
K12405	(3R)-3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase 2 [EC:1.1.1.- 4.2.1.119] [RN:R07935 R07936 R07951 R07952]	beta-Oxidation, peroxisome, VLCFA	MISC	MISC		TRUE
K07513	acetyl-CoA acyltransferase 1 [EC:2.3.1.16] [RN:R07937 R07953]	beta-Oxidation, peroxisome, VLCFA	MISC	MISC		TRUE
K08764	sterol carrier protein 2 [EC:2.3.1.176] [RN:R07937 R07953]	beta-Oxidation, peroxisome, VLCFA	MISC	MISC		TRUE
K10214	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA 24-hydroxylase [EC:1.17.99.3] [RN:R08735 R08740]	beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA	MISC	MISC		TRUE
K12405	(3R)-3-hydroxyacyl-CoA dehydrogenase / 3a,7a,12a-trihydroxy-5b-cholest-24-enoyl-CoA hydratase [EC:1.1.1.- 4.2.1.107] [RN:R04813 R04812 R04809 R04810]	beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA	MISC	MISC		TRUE
K08764	sterol carrier protein 2 [EC:2.3.1.176] [RN:R03719 R04811]	beta-Oxidation, peroxisome, tri/dihydroxycholestanoyl-CoA => choloyl/chenodeoxycholoyl-CoA	MISC	MISC		TRUE
K00643	5-aminolevulinate synthase [EC:2.3.1.37] [RN:R00830]	Heme biosynthesis, animals and fungi, glycine => heme	MISC	MISC		TRUE
K01698	porphobilinogen synthase [EC:4.2.1.24] [RN:R00036]	Heme biosynthesis, animals and fungi, glycine => heme	MISC	MISC		TRUE
K01749	hydroxymethylbilane synthase [EC:2.5.1.61] [RN:R00084]	Heme biosynthesis, animals and fungi, glycine => heme	MISC	MISC		TRUE
K01719	uroporphyrinogen-III synthase [EC:4.2.1.75] [RN:R03165]	Heme biosynthesis, animals and fungi, glycine => heme	MISC	MISC		TRUE
K01599	uroporphyrinogen decarboxylase [EC:4.1.1.37] [RN:R03197]	Heme biosynthesis, animals and fungi, glycine => heme	MISC	MISC		TRUE
K00228	coproporphyrinogen III oxidase [EC:1.3.3.3] [RN:R03220]	Heme biosynthesis, animals and fungi, glycine => heme	MISC	MISC		TRUE
K00231	protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4] [RN:R03222]	Heme biosynthesis, animals and fungi, glycine => heme	MISC	MISC		TRUE
K01772	protoporphyrin/coproporphyrin ferrochelatase [EC:4.99.1.1] [RN:R00310]	Heme biosynthesis, animals and fungi, glycine => heme	MISC	MISC		TRUE
K00012	UDPglucose 6-dehydrogenase [EC:1.1.1.22] [RN:R00286]	Glucuronate pathway (uronate pathway)	MISC	MISC		TRUE
K12447	UDP-sugar pyrophosphorylase [EC:2.7.7.64] [RN:R01381]	Glucuronate pathway (uronate pathway)	MISC	MISC		TRUE
K16190	glucuronokinase [EC:2.7.1.43] [RN:R01476]	Glucuronate pathway (uronate pathway)	MISC	MISC		TRUE
K00699	glucuronosyltransferase [EC:2.4.1.17] [RN:R01383]	Glucuronate pathway (uronate pathway)	MISC	MISC		TRUE
K01195	beta-glucuronidase [EC:3.2.1.31] [RN:R01478]	Glucuronate pathway (uronate pathway)	MISC	MISC		TRUE
K14756	beta-glucuronidase [EC:3.2.1.31] [RN:R01478]	Glucuronate pathway (uronate pathway)	MISC	MISC		TRUE
K00002	alcohol dehydrogenase (NADP+) [EC:1.1.1.2] [RN:R01481]	Glucuronate pathway (uronate pathway)	MISC	MISC		TRUE
K13247	L-gulonate 3-dehydrogenase [EC:1.1.1.45] [RN:R02640]	Glucuronate pathway (uronate pathway)	MISC	MISC		TRUE
K03331	L-xylulose reductase [EC:1.1.1.10] [RN:R01904]	Glucuronate pathway (uronate pathway)	MISC	MISC		TRUE
K05351	D-xylulose reductase [EC:1.1.1.9] [RN:R01896]	Glucuronate pathway (uronate pathway)	MISC	MISC		TRUE
K00008	L-iditol 2-dehydrogenase [EC:1.1.1.14] [RN:R01896]	Glucuronate pathway (uronate pathway)	MISC	MISC		TRUE
K00854	xylulokinase [EC:2.7.1.17] [RN:R01639]	Glucuronate pathway (uronate pathway)	MISC	MISC		TRUE
K02399	flagella synthesis protein FlgN	Flagellar Assembly	MISC	Flagellar cytoplasmic chaperone		TRUE
K02413	flagellar FliJ protein	Flagellar Assembly	MISC	Flagellar cytoplasmic chaperone		TRUE
K02422	flagellar protein FliS	Flagellar Assembly	MISC	Flagellar cytoplasmic chaperone		TRUE
K02423	flagellar protein FliT	Flagellar Assembly	MISC	Flagellar cytoplasmic chaperone		TRUE
K02386	flagella basal body P-ring formation protein FlgA	Flagellar Assembly	MISC	Flagellar cytoplasmic chaperone		TRUE
K02406	flagellin	Flagellar Assembly	MISC	Flagella Structure		TRUE
K02407	flagellar hook-associated protein 2	Flagellar Assembly	MISC	Flagella Structure		TRUE
K02397	flagellar hook-associated protein 3 FlgL	Flagellar Assembly	MISC	Flagella Structure		TRUE
K02396	flagellar hook-associated protein 1 FlgK	Flagellar Assembly	MISC	Flagella Structure		TRUE
K02414	flagellar hook-length control protein FliK	Flagellar Assembly	MISC	Flagella Structure		TRUE
K02389	flagellar basal-body rod modification protein FlgD	Flagellar Assembly	MISC	Flagella Structure		TRUE
K02390	flagellar hook protein FlgE	Flagellar Assembly	MISC	Flagella Structure		TRUE
K02391	flagellar basal-body rod protein FlgF	Flagellar Assembly	MISC	Flagella Structure		TRUE
K02392	flagellar basal-body rod protein FlgG	Flagellar Assembly	MISC	Flagella Structure		TRUE
K02393	flagellar L-ring protein precursor FlgH	Flagellar Assembly	MISC	Flagella Structure		TRUE
K02394	flagellar P-ring protein precursor FlgI	Flagellar Assembly	MISC	Flagella Structure		TRUE
K02387	flagellar basal-body rod protein FlgB	Flagellar Assembly	MISC	Flagella Structure		TRUE
K02388	flagellar basal-body rod protein FlgC	Flagellar Assembly	MISC	Flagella Structure		TRUE
K02408	flagellar hook-basal body complex protein FliE	Flagellar Assembly	MISC	Flagella Structure		TRUE
K02409	flagellar M-ring protein FliF	Flagellar Assembly	MISC	Flagella Structure		TRUE
K02410	flagellar motor switch protein FliG	Flagellar Assembly	MISC	Flagella Structure		TRUE
K02416	flagellar motor switch protein FliM	Flagellar Assembly	MISC	Flagella Structure		TRUE
K02417	flagellar motor switch protein FliN/FliY	Flagellar Assembly	MISC	Flagella Structure		TRUE
K02400	flagellar biosynthesis protein FlhA	Flagellar Assembly	MISC	Flagella Structure		TRUE
K02401	flagellar biosynthetic protein FlhB	Flagellar Assembly	MISC	Flagella Structure		TRUE
K02411	flagellar assembly protein FliH	Flagellar Assembly	MISC	Flagella Structure		TRUE
K02412	flagellum-specific ATP synthase [EC:7.4.2.8]	Flagellar Assembly	MISC	Flagella Structure		TRUE
K02418	flagellar protein FliO/FliZ	Flagellar Assembly	MISC	Flagella Structure		TRUE
K02419	flagellar biosynthetic protein FliP	Flagellar Assembly	MISC	Flagella Structure		TRUE
K02420	flagellar biosynthetic protein FliQ	Flagellar Assembly	MISC	Flagella Structure		TRUE
K02421	flagellar biosynthetic protein FliR	Flagellar Assembly	MISC	Flagella Structure		TRUE
K13820	flagellar biosynthetic protein FliR/FlhB	Flagellar Assembly	MISC	Flagella Structure		TRUE
K02556	chemotaxis protein MotA	Flagellar Assembly	MISC	Flagella Structure		TRUE
K02557	chemotaxis protein MotB	Flagellar Assembly	MISC	Flagella Structure		TRUE
K21217	sodium-type polar flagellar protein MotX	Flagellar Assembly	MISC	Flagella Structure		TRUE
K21218	sodium-type flagellar protein MotY	Flagellar Assembly	MISC	Flagella Structure		TRUE
K10616	cymAa; p-cymene methyl-monooxygenase [EC:1.14.15.25] [RN:R05266]	Cymene degradation, p-cymene => p-cumate	MISC	hydrocarbon degradation		TRUE
K18293	cymAb; p-cymene methyl-monooxygenase electron transfer component [EC:1.18.1.3]	Cymene degradation, p-cymene => p-cumate	MISC	hydrocarbon degradation		TRUE
K10617	cymB; p-cumic alcohol dehydrogenase [RN:R05232]	Cymene degradation, p-cymene => p-cumate	MISC	hydrocarbon degradation		TRUE
K10618	cymC; p-cumic aldehyde dehydrogenase [RN:R05235]	Cymene degradation, p-cymene => p-cumate	MISC	hydrocarbon degradation		TRUE
K01885	glutamyl-tRNA synthetase [EC:6.1.1.17] [RN:R05578]	Siroheme biosynthesis, glutamate => siroheme	MISC	Antibiotic Resistance		TRUE
K14163	glutamyl-tRNA synthetase [EC:6.1.1.17] [RN:R05578]	Siroheme biosynthesis, glutamate => siroheme	MISC	Antibiotic Resistance		TRUE
K02492	glutamyl-tRNA reductase [EC:1.2.1.70] [RN:R04109]	Siroheme biosynthesis, glutamate => siroheme	MISC	Antibiotic Resistance		TRUE
K01845	glutamate-1-semialdehyde 2,1-aminomutase [EC:5.4.3.8] [RN:R02272]	Siroheme biosynthesis, glutamate => siroheme	MISC	Antibiotic Resistance		TRUE
K01698	porphobilinogen synthase [EC:4.2.1.24] [RN:R00036]	Siroheme biosynthesis, glutamate => siroheme	MISC	Antibiotic Resistance		TRUE
K01749	hydroxymethylbilane synthase [EC:2.5.1.61] [RN:R00084]	Siroheme biosynthesis, glutamate => siroheme	MISC	Antibiotic Resistance		TRUE
K01719	uroporphyrinogen-III synthase [EC:4.2.1.75] [RN:R03165]	Siroheme biosynthesis, glutamate => siroheme	MISC	Antibiotic Resistance		TRUE
K13542	uroporphyrinogen-III synthase [EC:4.2.1.75] [RN:R03165]	Siroheme biosynthesis, glutamate => siroheme	MISC	Antibiotic Resistance		TRUE
K13543	uroporphyrinogen-III synthase [EC:4.2.1.75] [RN:R03165]	Siroheme biosynthesis, glutamate => siroheme	MISC	Antibiotic Resistance		TRUE
K02302	uroporphyrin-III C-methyltransferase [EC:2.1.1.107] [RN:R03194]	Siroheme biosynthesis, glutamate => siroheme	MISC	Antibiotic Resistance		TRUE
K00589	uroporphyrin-III C-methyltransferase [EC:2.1.1.107] [RN:R03194]	Siroheme biosynthesis, glutamate => siroheme	MISC	Antibiotic Resistance		TRUE
K02303	uroporphyrin-III C-methyltransferase [EC:2.1.1.107] [RN:R03194]	Siroheme biosynthesis, glutamate => siroheme	MISC	Antibiotic Resistance		TRUE
K02496	uroporphyrin-III C-methyltransferase [EC:2.1.1.107] [RN:R03194]	Siroheme biosynthesis, glutamate => siroheme	MISC	Antibiotic Resistance		TRUE
K02304	precorrin-2 dehydrogenase [EC:1.3.1.76] [RN:R03947]	Siroheme biosynthesis, glutamate => siroheme	MISC	Antibiotic Resistance		TRUE
K03794	sirohydrochlorin ferrochelatase [EC:4.99.1.4] [RN:R02864]	Siroheme biosynthesis, glutamate => siroheme	MISC	Antibiotic Resistance		TRUE
K05599	anthranilate 1,2-dioxygenase [EC:1.14.12.1] [RN:R00823 R00825]	Anthranilate degradation, anthranilate => catechol	MISC	hydrocarbon degradation		TRUE
K05600	anthranilate 1,2-dioxygenase [EC:1.14.12.1] [RN:R00823 R00825]	Anthranilate degradation, anthranilate => catechol	MISC	hydrocarbon degradation		TRUE
K11311	anthranilate 1,2-dioxygenase [EC:1.14.12.1] [RN:R00823 R00825]	Anthranilate degradation, anthranilate => catechol	MISC	hydrocarbon degradation		TRUE
K16319	anthranilate 1,2-dioxygenase [EC:1.14.12.1]	Anthranilate degradation, anthranilate => catechol	MISC	hydrocarbon degradation		TRUE
K16320	anthranilate 1,2-dioxygenase [EC:1.14.12.1]	Anthranilate degradation, anthranilate => catechol	MISC	hydrocarbon degradation		TRUE
K18248	anthranilate 1,2-dioxygenase [EC:1.14.12.1]	Anthranilate degradation, anthranilate => catechol	MISC	hydrocarbon degradation		TRUE
K18249	anthranilate 1,2-dioxygenase [EC:1.14.12.1]	Anthranilate degradation, anthranilate => catechol	MISC	hydrocarbon degradation		TRUE
K18242	salicylate 5-hydroxylase [EC:1.14.13.172] [RN:R07709 R07710]	Salicylate degradation, salicylate => gentisate	MISC	hydrocarbon degradation		TRUE
K18243	salicylate 5-hydroxylase [EC:1.14.13.172] [RN:R07709 R07710]	Salicylate degradation, salicylate => gentisate	MISC	hydrocarbon degradation		TRUE
K14578	salicylate 5-hydroxylase [EC:1.14.13.172] [RN:R07709 R07710]	Salicylate degradation, salicylate => gentisate	MISC	hydrocarbon degradation		TRUE
K14581	salicylate 5-hydroxylase [EC:1.14.13.172] [RN:R07709 R07710]	Salicylate degradation, salicylate => gentisate	MISC	hydrocarbon degradation		TRUE
K02302	cysG; uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]	Cobalamin biosynthesis, precorrin2 => cobinamide	MISC	anaerobic corrin ring synthesis		TRUE
K02304	MET8; precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:1.3.1.76 4.99.1.4]	Cobalamin biosynthesis, precorrin2 => cobinamide	MISC	anaerobic corrin ring synthesis		TRUE
K02190	cbiK; sirohydrochlorin cobaltochelatase [EC:4.99.1.3]	Cobalamin biosynthesis, precorrin2 => cobinamide	MISC	anaerobic corrin ring synthesis		TRUE
K03795	cbiX; sirohydrochlorin cobaltochelatase [EC:4.99.1.3]	Cobalamin biosynthesis, precorrin2 => cobinamide	MISC	anaerobic corrin ring synthesis		TRUE
K22011	cfbA; sirohydrochlorin cobalto/nickelchelatase [EC:4.99.1.3 4.99.1.11]	Cobalamin biosynthesis, precorrin2 => cobinamide	MISC	anaerobic corrin ring synthesis		TRUE
K03394	cobI-cbiL; precorrin-2/cobalt-factor-2 C20-methyltransferase [EC:2.1.1.130 2.1.1.151]	Cobalamin biosynthesis, precorrin2 => cobinamide	MISC	anaerobic corrin ring synthesis		TRUE
K13540	cobIJ; precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase [EC:2.1.1.130 2.1.1.131]	Cobalamin biosynthesis, precorrin2 => cobinamide	MISC	anaerobic corrin ring synthesis		TRUE
K05934	E2.1.1.131, cobJ, cbiH; precorrin-3B C17-methyltransferase [EC:2.1.1.131]	Cobalamin biosynthesis, precorrin2 => cobinamide	MISC	anaerobic corrin ring synthesis		TRUE
K13540	cobIJ; precorrin-2 C20-methyltransferase / precorrin-3B C17-methyltransferase [EC:2.1.1.130 2.1.1.131]	Cobalamin biosynthesis, precorrin2 => cobinamide	MISC	anaerobic corrin ring synthesis		TRUE
K13541 	cbiGH-cobJ; cobalt-precorrin 5A hydrolase / precorrin-3B C17-methyltransferase [EC:3.7.1.12 2.1.1.131]	Cobalamin biosynthesis, precorrin2 => cobinamide	MISC	anaerobic corrin ring synthesis		TRUE
K21479	cbiH60; cobalt-factor III methyltransferase [EC:2.1.1.272]	Cobalamin biosynthesis, precorrin2 => cobinamide	MISC	anaerobic corrin ring synthesis		TRUE
K05936	cobM, cbiF; precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271]	Cobalamin biosynthesis, precorrin2 => cobinamide	MISC	anaerobic corrin ring synthesis		TRUE
K02189	cbiG; cobalt-precorrin 5A hydrolase [EC:3.7.1.12]	Cobalamin biosynthesis, precorrin2 => cobinamide	MISC	anaerobic corrin ring synthesis		TRUE
K13541	cbiGH-cobJ; cobalt-precorrin 5A hydrolase / precorrin-3B C17-methyltransferase [EC:3.7.1.12 2.1.1.131]	Cobalamin biosynthesis, precorrin2 => cobinamide	MISC	anaerobic corrin ring synthesis		TRUE
K02188	cbiD; cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]	Cobalamin biosynthesis, precorrin2 => cobinamide	MISC	anaerobic corrin ring synthesis		TRUE
K05895	cobK-cbiJ; precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106]	Cobalamin biosynthesis, precorrin2 => cobinamide	MISC	anaerobic corrin ring synthesis		TRUE
K02191	cbiT; cobalt-precorrin-6B (C15)-methyltransferase [EC:2.1.1.196]	Cobalamin biosynthesis, precorrin2 => cobinamide	MISC	anaerobic corrin ring synthesis		TRUE
K03399	cbiE; cobalt-precorrin-7 (C5)-methyltransferase [EC:2.1.1.289]	Cobalamin biosynthesis, precorrin2 => cobinamide	MISC	anaerobic corrin ring synthesis		TRUE
